Institution,CatalogNo,Sex,Age,Year,Month,Day,Long,Lat,Coordinate.Uncertainty.M,Coordinate.Precision.M,Genus,Species,Mass.g
KU,54402,Female,Juvenile,1966,8,12,-100.1589127,39.1377678,5721,,Colaptes,auratus,125.8
KU,54407,Female,Juvenile,1966,8,10,-100.1574477,39.3554668,19704,,Melanerpes,erythrocephalus,71
KU,54408,Female,Juvenile,1966,8,13,-100.2364264,39.0673386,825,,Melanerpes,erythrocephalus,73.6
KU,56884,Female,Juvenile,1967,6,29,-94.8645401,37.2090035,5020,,Dryocopus,pileatus,214.5
KU,83826,Female,Juvenile,1985,8,11,-95.2598661,38.9549568,5512,,Colaptes,auratus,108.1
KU,87235,Female,Juvenile,1995,9,8,-95.913,39.026,5062,,Melanerpes,erythrocephalus,63.7
KU,100487,Female,Juvenile,1962,3,3,-122.3566994,40.4192342,10075,,Melanerpes,formicivorus,71.5
KU,100759,Female,Juvenile,1966,10,7,-76.3233948,38.0449818,928,,Picoides,pubescens,32
KU,105000,Female,Juvenile,1969,9,20,-77.2878957,38.9660325,30,,Picoides,pubescens,27.4
KU,27574,Female,Juvenile,1949,7,14,-111.172949,43.3163447,7002,,Sphyrapicus,nuchalis,32.9
KU,50605,Female,Juvenile,1965,11,26,-101.8081151,37.1131734,2021,,Picoides,villosus,64.7
KU,51538,Female,Juvenile,1965,6,21,-100.1352107,38.7649162,4280,,Colaptes,auratus,120.5
KU,54401,Female,Juvenile,1966,8,12,-100.1589127,39.1377678,5721,,Colaptes,auratus,131.7
KU,83966,Female,Juvenile,1988,10,4,-95.4370308,38.8737281,1230,,Melanerpes,erythrocephalus,78.1
KU,105007,Female,Juvenile,1968,7,10,-117.0073128,32.8569506,1000,,Picoides,nuttallii,35
KU,90831,Female,Juvenile,2000,3,12,-57.1833333,5.7666667,,,Veniliornis,sanguineus,26.4
KU,95464,Female,Juvenile,2002,6,30,-88.84,13.6,,,Colaptes,rubiginosus,88.5
LACM,74641,Female,Juvenile,1969,1,31,85.32,27.72,,,Dendrocopos,hyperythrus,48
LACM,74639,Female,Juvenile,1969,1,31,85.32,27.72,,,Dendrocopos,auriceps,43
LACM,65200,Female,Juvenile,1967,4,2,29.7,-0.93,,,Campethera,nivosa,32
MCZ,282705,Female,Juvenile,1933,9,12,-124.0333023,52.4000015,2335,2335,Sphyrapicus,varius,51.93
MCZ,282690,Female,Juvenile,1937,9,8,-115.0677032,49.4999771,3983,3983,Asyndesmus,lewis,102.7
MVZ,171160,Female,Juvenile,1986,8,11,-121.8977,43.1096,1608,,Picoides,arcticus,63.4
MVZ,179120,Female,Juvenile,1999,10,4,-119.20833,38.57028,9682,,Picoides,pubescens,23.9
UMMZ,107854,Female,Juvenile,1940,8,2,-119.9709197,48.9284861,1693,,Picoides,villosus,67.8
UMMZ,236254,Female,Juvenile,1996,6,23,-83.7263412,42.2708397,9683,,Picoides,villosus,52.6
UMMZ,238994,Female,Juvenile,2000,9,21,-83.7263412,42.2708397,9683,,Picoides,pubescens,23
UMMZ,240775,Female,Juvenile,2006,6,30,-86.965319,46.014536,11620,,Picoides,villosus,58.1
UMMZ,243539,Female,Juvenile,2010,10,27,-84.2108917,42.2558401,1761,,Sphyrapicus,varius,30
UMMZ,74731,Female,Juvenile,1934,8,30,-85.4835892,46.6732343,13195,,Picoides,villosus,73.8
UMMZ,74850,Female,Juvenile,1934,8,12,-83.5990262,42.1294527,511,,Melanerpes,erythrocephalus,64.7
UMMZ,75632,Female,Juvenile,1934,8,15,-111.3953253,42.1675605,3338,,Picoides,pubescens,26.9
UMMZ,75633,Female,Juvenile,1934,8,1,-111.3953253,42.1675605,3338,,Picoides,pubescens,25.6
UMMZ,96306,Female,Juvenile,1938,8,31,-85.436554,46.6732343,15438,,Melanerpes,erythrocephalus,67.5
UMMZ,96696,Female,Juvenile,1937,6,18,-85.5568848,45.6646004,10152,,Picoides,villosus,57.7
UMMZ,107160,Female,Juvenile,1938,8,8,-83.6215433,45.9522238,527,,Colaptes,auratus,134.5
UMMZ,236033,Female,Juvenile,1999,6,14,-85.5023003,43.5110865,6849,,Picoides,pubescens,27.4
UMMZ,242860,Female,Juvenile,2007,6,23,-85.5156898,42.1720552,10,,Picoides,pubescens,25.1
UMMZ,4721,Female,Juvenile,1999,7,8,-83.8586426,42.0574502,88291,,Sphyrapicus,varius,53.5
UMMZ,234023,Female,Juvenile,1994,,,-83.6570692,42.3321857,367,,Melanerpes,carolinus,68.1
UMMZ,243283,Female,Juvenile,,,,-83.7372779,42.4795036,1154,,Melanerpes,carolinus,65.5
UMMZ,207566,Female,Juvenile,1983,5,13,-82.4333333,42.9666667,,,Picoides,pubescens,34
UMMZ,208928,Female,Juvenile,1964,7,14,-109.2333333,31.6,,,Picoides,stricklandi,46.1
UMMZ,211655,Female,Juvenile,1950,9,17,-85.7666667,38.25,,,Colaptes,auratus,123.3
UMMZ,211668,Female,Juvenile,1948,11,11,-89,36.55,,,Melanerpes,erythrocephalus,64.3
UMMZ,211709,Female,Juvenile,1950,2,5,-84.2333333,36.9833333,,,Picoides,borealis,49.2
UMMZ,211710,Female,Juvenile,1950,2,5,-84.2333333,36.9833333,,,Picoides,borealis,48.8
UMMZ,211716,Female,Juvenile,1948,7,9,-84.25,36.8333333,,,Picoides,borealis,48.8
UMMZ,211653,Female,Juvenile,1949,9,9,-87.5833333,37.8833333,,,Colaptes,auratus,116.5
UMMZ,211707,Female,Juvenile,1948,7,7,-84.2333333,36.9833333,,,Picoides,borealis,48.8
UMMZ,211713,Female,Juvenile,1951,10,4,-84.2333333,36.9833333,,,Picoides,borealis,49.5
UMMZ,211715,Female,Juvenile,1948,7,9,-84.25,36.8333333,,,Picoides,borealis,44.9
WFVZ,38116,Female,Juvenile,1983,2,16,115.8,5.3,1000,,Sasia,abnormis,6.3
WFVZ,38119,Female,Juvenile,1981,11,20,116.296389,5.653056,1000,,Sasia,abnormis,8.8
WFVZ,38124,Female,Juvenile,1983,1,17,116.081667,5.858611,1000,,Sasia,abnormis,8.4
WFVZ,38139,Female,Juvenile,1982,6,25,17.75,4.616667,1000,,Sasia,abnormis,8.5
WFVZ,38263,Female,Juvenile,1981,11,22,116.296389,5.653056,1000,,Meiglyptes,tukki,48.4
WFVZ,38272,Female,Juvenile,1982,7,23,17.75,4.616667,1000,,Meiglyptes,tukki,37
WFVZ,53721,Female,Juvenile,1999,2,10,-119.246477,34.457116,125,,Sphyrapicus,ruber,46.8
WFVZ,38268,Female,Juvenile,1982,7,25,117.316667,4.9,1000,,Meiglyptes,tukki,54
YPM,YPM ORN 142772,Female,Juvenile,2012,6,3,26.027172,41.114222,,,Dendrocopos,medius,44.5
YPM,YPM ORN 107651,Female,Juvenile,1975,7,19,-72.1333,42,,,Picoides,pubescens,21.8
YPM,YPM ORN 148325,Female,Juvenile,2015,12,9,-58.4202,33.6733,,,Colaptes,melanochloros,119
YPM,YPM ORN 088853,Female,Juvenile,1962,2,5,37.6667,-6.8167,,,Dendropicos,namaquus,70
YPM,YPM ORN 088818,Female,Juvenile,1962,7,22,36.7333,-3.25,,,Dendropicos,spodocephalus,42.5
CRCM,54-216,Female,Juvenile,1954,7,14,-117.678523,46.250425,100,,Sphyrapicus,nuchalis,41
UAM,14097,Female,Juvenile,2000,7,7,-147.8043,64.857,100000,,Picoides,villosus,76.3
UAM,19984,Female,Juvenile,2002,7,26,-135.4454,59.2295,100000,,Sphyrapicus,ruber,46.5
UAM,23498,Female,Juvenile,2005,6,20,-147.8043,64.857,100000,,Picoides,villosus,82.5
CUMV,26086,Female,Juvenile,1955,6,18,-98.459716,41.170793,5392,,Colaptes,auratus,93.4000015259
CUMV,26112,Female,Juvenile,1955,6,26,-98.676229,42.451944,3380,,Colaptes,auratus,134.1000061035
CUMV,26118,Female,Juvenile,1955,6,19,-99.261592,41.763325,3107,,Colaptes,auratus,119.0999984741
CUMV,26135,Female,Juvenile,1955,6,29,-98.653803,42.80885,6148,,Colaptes,auratus,122.3000030518
CUMV,26182,Female,Juvenile,1955,7,8,-100.65256,43.74979,4040,,Colaptes,auratus,118.5
CUMV,26184,Female,Juvenile,1955,7,8,-100.65256,43.74979,4040,,Colaptes,auratus,131
CUMV,26186,Female,Juvenile,1955,7,8,-100.65256,43.74979,4040,,Colaptes,auratus,134.3000030518
CUMV,26187,Female,Juvenile,1955,7,9,-100.65256,43.74979,4040,,Colaptes,auratus,101.9000015259
CUMV,26199,Female,Juvenile,1955,7,6,-99.502575,43.738117,7371,,Colaptes,auratus,109.5999984741
CUMV,26202,Female,Juvenile,1955,7,4,-99.502575,43.738117,7371,,Colaptes,auratus,140
CUMV,26251,Female,Juvenile,1955,7,16,-98.178441,44.378414,5118,,Colaptes,auratus,107.5
CUMV,26260,Female,Juvenile,1955,7,18,-98.178441,44.378414,5118,,Colaptes,auratus,72.9000015259
CUMV,26275,Female,Juvenile,1955,7,13,-100.33744,45.651627,5762,,Colaptes,auratus,117.6999969482
CUMV,26284,Female,Juvenile,1955,7,1,-101.964944,44.505272,4394,,Colaptes,auratus,131
CUMV,26291,Female,Juvenile,1955,7,2,-101.964944,44.505272,4394,,Colaptes,auratus,127.4000015259
CUMV,27931,Female,Juvenile,1956,6,12,-98.385575,40.826569,7387,,Colaptes,auratus,98.9000015259
CUMV,27955,Female,Juvenile,1957,6,16,-98.385575,40.826569,7387,,Colaptes,auratus,106.8000030518
CUMV,27982,Female,Juvenile,1957,6,28,-99.337838,40.686493,2962,,Colaptes,auratus,121
CUMV,28016,Female,Juvenile,1957,6,18,-100.148427,40.899611,4314,,Colaptes,auratus,113
CUMV,28074,Female,Juvenile,1956,7,1,-102.707356,40.853691,3284,,Colaptes,auratus,114.5
CUMV,28114,Female,Juvenile,1956,6,29,-104.822786,40.346603,10172,,Colaptes,auratus,99
CUMV,28115,Female,Juvenile,1956,6,29,-104.822786,40.346603,10172,,Colaptes,auratus,121
CUMV,28117,Female,Juvenile,1956,6,27,-104.822786,40.346603,10172,,Colaptes,auratus,135.5
CUMV,28135,Female,Juvenile,1956,6,28,-104.822786,40.346603,10172,,Colaptes,auratus,109
CUMV,26089,Female,Juvenile,1955,6,15,-100.388372,42.909422,4153,,Colaptes,auratus,101
CUMV,26150,Female,Juvenile,1955,6,17,-102.962338,42.846422,4120,,Colaptes,auratus,123.5999984741
CUMV,26183,Female,Juvenile,1955,7,8,-100.65256,43.74979,4040,,Colaptes,auratus,130.8000030518
CUMV,26195,Female,Juvenile,1955,7,4,-99.502575,43.738117,7371,,Colaptes,auratus,109.0999984741
CUMV,26210,Female,Juvenile,1955,6,29,-101.50996,43.735027,805,,Colaptes,auratus,119.6999969482
CUMV,26225,Female,Juvenile,1955,7,7,-100.902042,45.272598,5746,,Colaptes,auratus,128.8999938965
CUMV,26242,Female,Juvenile,1955,7,11,-100.902042,45.272598,5746,,Colaptes,auratus,114.4000015259
CUMV,26243,Female,Juvenile,1955,7,11,-100.902042,45.272598,5746,,Colaptes,auratus,137.8999938965
CUMV,26249,Female,Juvenile,1955,7,11,-100.902042,45.272598,5746,,Colaptes,auratus,105.0999984741
CUMV,26267,Female,Juvenile,1955,7,16,-98.178441,44.378414,5118,,Colaptes,auratus,98.6999969482
CUMV,26270,Female,Juvenile,1955,7,17,-98.178441,44.378414,5118,,Colaptes,auratus,99.8000030518
CUMV,26281,Female,Juvenile,1955,7,15,-100.33744,45.651627,5762,,Colaptes,auratus,144
CUMV,26294,Female,Juvenile,1955,7,2,-101.964944,44.505272,4394,,Colaptes,auratus,128.8999938965
CUMV,26296,Female,Juvenile,1955,7,2,-101.964944,44.505272,4394,,Colaptes,auratus,118.4000015259
CUMV,26301,Female,Juvenile,1955,7,5,-102.406277,45.797539,10896,,Colaptes,auratus,130.3000030518
CUMV,27903,Female,Juvenile,1956,7,15,-97.686277,41.275898,2962,,Colaptes,auratus,119.5
CUMV,27908,Female,Juvenile,1956,7,13,-97.686277,41.275898,2962,,Colaptes,auratus,124
CUMV,27941,Female,Juvenile,1956,6,12,-98.385575,40.826569,7387,,Colaptes,auratus,115.3000030518
CUMV,27959,Female,Juvenile,1956,7,9,-99.337838,40.686493,2962,,Colaptes,auratus,121.5
CUMV,27962,Female,Juvenile,1956,7,10,-99.337838,40.686493,2962,,Colaptes,auratus,109.1999969482
CUMV,28004,Female,Juvenile,1957,6,19,-100.148427,40.899611,4314,,Colaptes,auratus,113.5
CUMV,28006,Female,Juvenile,1957,6,20,-100.148427,40.899611,4314,,Colaptes,auratus,116
CUMV,28039,Female,Juvenile,1956,7,7,-101.112751,41.144314,2125,,Colaptes,auratus,122.5
CUMV,28046,Female,Juvenile,1956,7,7,-101.112751,41.144314,2125,,Colaptes,auratus,116
CUMV,28094,Female,Juvenile,1956,6,23,-104.061168,40.350895,1900,,Colaptes,auratus,127
CUMV,26203,Female,Juvenile,1955,6,28,-101.505441,43.747559,,,Colaptes,auratus,124.6999969482
CUMV,26209,Female,Juvenile,1955,6,28,-101.505441,43.747559,,,Colaptes,auratus,137.1999969482
CUMV,26204,Female,Juvenile,1955,6,28,-101.505441,43.747559,,,Colaptes,auratus,122.4000015259
CUMV,26206,Female,Juvenile,1955,6,25,-101.505441,43.747559,,,Colaptes,auratus,142.6999969482
CUMV,26214,Female,Juvenile,1955,6,26,-101.505441,43.747559,,,Colaptes,auratus,141.6000061035
CUMV,26222,Female,Juvenile,1955,6,29,-101.505441,43.747559,,,Colaptes,auratus,121.3000030518
CUMV,26224,Female,Juvenile,1955,6,29,-101.505441,43.747559,,,Colaptes,auratus,114.8000030518
MVZ,117133,Female,Juvenile,1949,6,29,-120.7617707,41.8993424,2048,,Sphyrapicus,"nuchalis,  ruber",41
MVZ,117134,Female,Juvenile,1949,6,29,-120.7617707,41.8993424,2048,,Sphyrapicus,ruber,35.5
MVZ,139465,Female,Juvenile,1959,6,20,-106.81667,29.44306,124,,Picoides,arizonae,40
MVZ,153920,Female,Juvenile,1964,8,24,-96.13,16.8638888888,21458,,Melanerpes,aurifrons,74.4
MVZ,162418,Female,Juvenile,1972,7,18,-120.3520572,41.4165432,3113,,Sphyrapicus,nuchalis,41.5
MVZ,27201,Female,Juvenile,1916,8,23,-118.91056,36.78619,963,,Sphyrapicus,ruber,44.5
MVZ,39783,Female,Juvenile,1919,7,17,-131.6833,57.6,3716,,Sphyrapicus,ruber,50
MVZ,40710,Female,Juvenile,1920,7,21,-120.11166,37.75634,577,,Picoides,pubescens,25.3
MVZ,41026,Female,Juvenile,1920,8,21,-122.229382,37.867099,1610,,Colaptes,auratus,128.8
MVZ,68872,Female,Juvenile,1936,5,29,-111.4947,32.6436,6729,,Colaptes,chrysoides,83.6
MVZ,68877,Female,Juvenile,1936,6,4,-110.9258,32.2942,33121,,Melanerpes,uropygialis,59.7
MVZ,68880,Female,Juvenile,1936,5,31,-111.5686,32.9778,8429,,Picoides,scalaris,29.5
MVZ,73440,Female,Juvenile,1938,6,18,-120.8904,44.259,6763,,Colaptes,auratus,105.5
MVZ,77748,Female,Juvenile,1939,7,13,-121.7944,46.1036,979,,Colaptes,auratus,91.5
MVZ,79552,Female,Juvenile,1940,5,21,-119.0275,46.19699,2963,,Colaptes,auratus,115.5
MVZ,79554,Female,Juvenile,1940,5,20,-119.0275,46.2009,1623,,Colaptes,auratus,118.8
MVZ,79616,Female,Juvenile,1940,6,10,-106.7813,46.268,7552,,Colaptes,auratus,101.3
MVZ,79620,Female,Juvenile,1940,6,10,-106.7813,46.268,7552,,Colaptes,auratus,108.5
MVZ,80127,Female,Juvenile,1940,6,9,-117.14833,36.96528,3245,,Picoides,villosus,55.4
MVZ,84397,Female,Juvenile,1942,1,21,-123.49471,40.41749,2939,,Picoides,albolarvatus,56.4
MVZ,117132,Female,Juvenile,1949,6,29,-120.7617707,41.8993424,2048,,Sphyrapicus,"nuchalis,  ruber",40
MVZ,119454,Female,Juvenile,1948,8,3,-108.4167461155,30.0146438844,5150,,Picoides,arizonae,40
MVZ,120931,Female,Juvenile,1950,7,4,-122.45,52.2284,37479,,Sphyrapicus,ruber,44.5
MVZ,120937,Female,Juvenile,1950,7,7,-122.3,52.4167,5554,,Sphyrapicus,"nuchalis,  ruber",41.4
MVZ,120938,Female,Juvenile,1950,7,7,-122.3,52.4167,5554,,Sphyrapicus,"nuchalis,  ruber",43.7
MVZ,138330,Female,Juvenile,1958,9,28,-76.5833333,2.6666667,15000,,Melanerpes,formicivorus,66.1
MVZ,159460,Female,Juvenile,1968,11,8,-106.8143526524,29.4580831153,6270,,Sphyrapicus,nuchalis,50
MVZ,162423,Female,Juvenile,1972,7,5,-120.1948098,41.8986011,2707,,Sphyrapicus,nuchalis,38.5
MVZ,162450,Female,Juvenile,1972,7,12,-120.6253,42.2141,2518,,Sphyrapicus,ruber,38.5
MVZ,27896,Female,Juvenile,1917,8,8,-118.175135,37.604022,325,,Picoides,villosus,52
MVZ,27903,Female,Juvenile,1917,7,31,-118.156953,37.532774,646,,Colaptes,auratus,113
MVZ,39786,Female,Juvenile,1919,7,21,-131.6833,57.6,3716,,Sphyrapicus,ruber,49.8
MVZ,40711,Female,Juvenile,1920,7,26,-120.11166,37.75634,577,,Picoides,pubescens,25.3
MVZ,42886,Female,Juvenile,1913,3,19,-71.26,-42.33,2000,,Colaptes,pitius,191
MVZ,61892,Female,Juvenile,1932,3,30,-123.4719,40.34314,14291,,Picoides,albolarvatus,57.5
MVZ,68870,Female,Juvenile,1936,5,28,-111.4947,32.6436,6729,,Colaptes,chrysoides,99.8
MVZ,68874,Female,Juvenile,1936,6,4,-110.9258,32.2942,33121,,Colaptes,chrysoides,89.7
MVZ,69554,Female,Juvenile,1936,5,31,-121.05343,36.5768639,2012,,Picoides,pubescens,20.9
MVZ,69557,Female,Juvenile,1936,6,5,-121.05343,36.5768639,2012,,Picoides,pubescens,10.3
MVZ,79619,Female,Juvenile,1940,6,10,-106.7813,46.268,7552,,Colaptes,auratus,100.5
MVZ,55161,Female,Juvenile,1929,6,9,-109.7747222,23.441944,,,Melanerpes,uropygialis,66.3
MVZ,69547,Female,Juvenile,1936,7,25,-120.7856667,36.294333,,,Melanerpes,lewis,83.1
MVZ,69548,Female,Juvenile,1936,7,25,-120.7856667,36.294333,,,Melanerpes,lewis,96.2
MVZ,162582,Female,Juvenile,1971,9,9,-120.2906923,39.5460947,3432,,Picoides,pubescens,24.3
MVZ,165686,Female,Juvenile,1978,7,6,-120.2357672,41.5389116,3012,,Sphyrapicus,nuchalis,43
MVZ,165690,Female,Juvenile,1978,7,12,-120.2357672,41.5389116,3012,,Sphyrapicus,"nuchalis,  ruber",49.7
MVZ,161513,Female,Juvenile,1972,3,4,-78.77958,-5.73186,2979,,Veniliornis,callonotus,24
MVZ,162584,Female,Juvenile,1964,9,10,-120.3190614,39.5461513,3432,,Picoides,pubescens,28.4
MVZ,162601,Female,Juvenile,1965,9,25,-119.12479,39.08731,2876,,Picoides,pubescens,30
MVZ,162602,Female,Juvenile,1965,9,25,-119.12479,39.08731,2876,,Picoides,pubescens,25.1
MVZ,165685,Female,Juvenile,1978,7,6,-120.2357672,41.5389116,3012,,Sphyrapicus,nuchalis,45.7
DMNS,43125,Female,Juvenile,1982,7,30,-108.3820104224,37.5289677202,8363,,Colaptes,auratus,99.3
KU,59625,Female,Juvenile,1967,5,6,-100.8526807,37.1803491,5175,,Picoides,pubescens,27.4
KU,104657,Female,Juvenile,1966,7,24,-84.1053199,30.7408767,4163,,Melanerpes,carolinus,62
KU,96741,Female,Juvenile,2005,11,27,-95.2,39.0333333,,,Sphyrapicus,varius,54
LACM,110915,Female,Juvenile,1998,10,11,-118.3957214,37.3652992,4468,,Sphyrapicus,varius,45
LACM,112581,Female,Juvenile,2003,5,28,-118.2940292,37.1661072,2453,,Picoides,nuttallii,26.6
LACM,57190,Female,Juvenile,1963,5,5,31.58,1.75,,,Campethera,nivosa,32
LACM,111413,Female,Juvenile,1999,6,24,18.3211,59.4733,,,Picus,viridis,129
LACM,111415,Female,Juvenile,1999,8,20,18.0597,59.5231,,,Picus,viridis,205
LACM,111407,Female,Juvenile,1999,6,12,17.9572,59.3003,,,Dendrocopos,major,63.8
LACM,64316,Female,Juvenile,1966,12,8,30.42,0.5,,,Dendropicos,xantholophus,49
MCZ,43320,Female,Juvenile,,,,-77.0151025,38.8982699,10986,10986,Dendrocopos,pubescens,90.9
MVZ,182368,Female,Juvenile,2006,7,20,-121.434293,40.34362,1025,,Sphyrapicus,ruber,38.5
MVZ,182367,Female,Juvenile,2006,7,19,-121.537483333,40.3697933333,77,,Sphyrapicus,ruber,35.25
UMMZ,74797,Female,Juvenile,1934,7,12,-83.7263412,42.2708397,9683,,Colaptes,auratus,117
UMMZ,75649,Female,Juvenile,1934,8,13,-111.530847,42.370003,2414,,Sphyrapicus,varius,44.7
UMMZ,97535,Female,Juvenile,1938,7,24,-83.3886337,42.6602216,6968,,Colaptes,auratus,107.4
UMMZ,227343,Female,Juvenile,1986,5,17,-100.211277,35.8912752,3216,,Picoides,pubescens,18
UMMZ,242421,Female,Juvenile,2009,8,11,-85.3401,43.7098,400,,Melanerpes,carolinus,72.5
UMMZ,242614,Female,Juvenile,2011,6,20,-83.1763229,42.3222389,4051,,Picoides,pubescens,15
UMMZ,243002,Female,Juvenile,2012,6,18,-83.87727,42.52231,300,,Melanerpes,carolinus,64.5
UMMZ,244179,Female,Juvenile,2014,7,25,-83.932811,42.526483,196,,Melanerpes,carolinus,73.3
UMMZ,75630,Female,Juvenile,1934,7,31,-111.2702042,42.370761,2014,,Colaptes,auratus,137.5
UMMZ,159954,Female,Juvenile,1964,7,31,-108.65,33.4,,,Picoides,tridactylus,45.5
UMMZ,75078,Female,Juvenile,1934,7,12,-83.95,42.45,,,Picoides,villosus,60.2
UMMZ,75641,Female,Juvenile,1934,7,8,-110.5666667,42.4,,,Sphyrapicus,nuchalis,38
UMMZ,75642,Female,Juvenile,1934,7,8,-110.5666667,42.4,,,Sphyrapicus,nuchalis,35.9
WFVZ,38149,Female,Juvenile,1982,7,9,117.683333,4.35,1000,,Picoides,moluccensis,17
WFVZ,38187,Female,Juvenile,1982,6,10,117.75,4.616667,1000,,Picus,puniceus,77
WFVZ,38246,Female,Juvenile,1982,6,24,17.75,4.616667,1000,,Meiglyptes,tristis,32
WFVZ,6205,Female,Juvenile,2006,10,14,-118.7371826,34.142704,1940,,Colaptes,auratus,135
WFVZ,38133,Female,Juvenile,1982,5,21,117.75,4.616667,1000,,Sasia,abnormis,6.7
WFVZ,38153,Female,Juvenile,1983,1,25,115.75,5.55,1000,,Picoides,moluccensis,18
WFVZ,38247,Female,Juvenile,1982,4,7,117.866667,5.166667,1000,,Meiglyptes,tristis,35.1
WFVZ,52695,Female,Juvenile,1994,6,24,-118.6204147,37.5232054,2477,,Colaptes,auratus,123
WFVZ,25413,Female,Juvenile,1964,10,19,-97.0335903,16.2341499,,,Piculus,auricularis,53.5
WFVZ,25239,Female,Juvenile,1964,11,28,-96.6535833,16.9691121,,,Melanerpes,hypopolius,49.5
YPM,YPM ORN 145145,Female,Juvenile,2013,6,4,26.1733,39.345,,,Dendrocopos,medius,46
YPM,YPM ORN 145110,Female,Juvenile,2013,5,28,26.194417,39.060963,,,Dendrocopos,medius,49
YPM,YPM ORN 141763,Female,Juvenile,2006,6,12,-73.0261,41.2783,,,Picoides,villosus,62.6
YPM,YPM ORN 101827,Female,Juvenile,2006,6,23,40.85,44.03,,,Dendrocopos,major,73
YPM,YPM ORN 142650,Female,Juvenile,2012,6,1,26.15258,41.21,,,Dendrocopos,medius,52
YPM,YPM ORN 142651,Female,Juvenile,2012,6,1,26.15258,41.21,,,Picus,viridis,130
YPM,YPM ORN 145138,Female,Juvenile,2013,5,31,25.929136,39.231135,,,Dendrocopos,medius,45.5
KU,51534,Female,Juvenile,1965,6,29,-101.8930792,39.7007938,5580,,Colaptes,auratus,124.6
KU,51533,Female,Juvenile,1965,6,28,-101.8930792,39.7007938,5580,,Colaptes,auratus,115.7
MVZ,176085,Female,Juvenile,1994,12,22,-122.2428353,37.8697212,409,,Sphyrapicus,ruber,50.9
LACM,65210,Female,Juvenile,1967,3,17,29.67,-1,,,Dendropicos,fuscescens,25
LACM,84853,Female,Juvenile,1976,6,10,24.6,5.58,,,Campethera,caroli,68
LACM,71487,Female,Juvenile,1969,5,11,29.67,-1,,,Dendropicos,griseocephalus,46
MSB,29251,Female,Juvenile,2010,3,16,-107.70395,32.9438,500,,Picoides,villosus,52.2
KU,84183,Female,Juvenile,1989,7,16,-69.05,12.55,,,Campephilus,rubricollis,201
KU,121113,Female,Juvenile,2012,8,6,100.156,46.858,,,Picoides,tridactylus,54.3
KU,90207,Female,Juvenile,1999,9,27,-58.1466667,-20.0983333,,,Celeus,lugubris,85
KU,98382,Female,Juvenile,2006,10,31,-71.5633333,-41.79,,,Campephilus,magellanicus,315
KU,121112,Female,Juvenile,2012,8,6,100.156,46.858,,,Picoides,tridactylus,56
KU,122611,Female,Juvenile,2012,10,1,-73.137,-13.376,,,Veniliornis,nigriceps,45
KU,123006,Female,Juvenile,2013,3,28,107.852,15.083,,,Blythipicus,pyrrhotis,137.1
LACM,66951,Female,Juvenile,1967,6,18,30.15,0.8,,,Dendropicos,xantholophus,60
LACM,68014,Female,Juvenile,1967,12,6,30.88,1.25,,,Dendropicos,xantholophus,57
LACM,71473,Female,Juvenile,1969,6,5,29.68,-0.98,,,Campethera,nivosa,37.5
LACM,72808,Female,Juvenile,1969,10,31,30.08,-0.42,,,Dendropicos,elliotii,36
LACM,70356,Female,Juvenile,1968,11,22,30.07,0.82,,,Dendropicos,xantholophus,62
LACM,71486,Female,Juvenile,1969,5,21,29.67,-1,,,Dendropicos,fuscescens,23
LACM,68011,Female,Juvenile,1967,11,30,30.88,1.25,,,Dendropicos,xantholophus,57
LACM,65205,Female,Juvenile,1967,3,17,29.67,-1,,,Dendropicos,elliotii,39
LACM,68013,Female,Juvenile,1967,12,4,30.88,1.25,,,Dendropicos,xantholophus,62
LACM,71500,Female,Juvenile,1969,6,23,29.68,-0.98,,,Dendropicos,elliotii,34
LACM,71488,Female,Juvenile,1969,5,14,29.67,-1,,,Dendropicos,griseocephalus,45
LACM,71499,Female,Juvenile,1969,6,20,29.68,-0.98,,,Dendropicos,elliotii,34.5
LACM,68016,Female,Juvenile,1967,12,15,30.88,1.25,,,Dendropicos,xantholophus,54
MCZ,337159,Female,Juvenile,2006,3,12,-71.588289,42.666335,6738,6738,Picoides,pubescens,26
MSB,32222,Female,Juvenile,2008,7,11,-78.3419833333,-6.1068833333,6,,Colaptes,rubiginosus,81.4
MSB,37181,Female,Juvenile,2011,6,30,-69.2140833333,-11.7082166667,3,,Dryocopus,lineatus,207
MSB,39737,Female,Juvenile,2012,11,20,-105.5556333333,35.7686166667,20,,Picoides,villosus,65.3
MSB,32873,Female,Juvenile,2008,7,29,-78.3422333333,-6.1170666667,12,,Campephilus,haematogaster,264.6
WFVZ,38211,Female,Juvenile,1982,7,1,17.75,4.616667,1000,,Blythipicus,rubiginosus,65.5
WFVZ,38222,Female,Juvenile,1982,5,29,117.75,4.616667,1000,,Blythipicus,rubiginosus,64
WFVZ,38234,Female,Juvenile,1983,2,11,115.8,5.3,1000,,Reinwardtipicus,validus,167
KU,120923,Female,Adult,2012,6,27,13.098,-5.621,,,Campethera,caroli,55.1
KU,120926,Female,Adult,2012,6,25,13.098,-5.621,,,Campethera,caroli,56.2
CAS,70300,Female,Juvenile,1977,6,26,-122.89027,38.47352,,,Melanerpes,formicivorus,48.7
DMNS,41140,Female,Juvenile,1985,7,5,-87.50388889,41.0075,3000,,Melanerpes,erythrocephalus,28.6
UMMZ,116267,Female,Juvenile,1948,6,17,-84.2562103,44.6256637,1875,,Sphyrapicus,varius,33
