Institution,CatalogNo,Sex,Age,Year,Month,Day,Long,Lat,Coordinate.Uncertainty.M,Coordinate.Precision.M,Genus,Species,Mass.g
MVZ,134880,Male,Adult,1956,10,20,127.19321,37.7208,18674,,Dendrocopos,major,71.5
MVZ,136715,Male,Adult,1957,12,1,128.90091,37.76525,4557,,Dendrocopos,major,74
MVZ,139449,Male,Adult,1959,6,20,-106.770421,29.485097,124,,Melanerpes,formicivorus,60.7
MVZ,148312,Male,Adult,1962,6,26,-114.22917,39.095,9682,,Picoides,villosus,65.8
MVZ,155240,Male,Adult,1965,4,25,-95.0608333333,18.5408333333,8569,,Melanerpes,aurifrons,82.9
MVZ,156460,Male,Adult,1964,10,14,-77.75,-6.916666667,8606,,Colaptes,rupicola,203
MVZ,156690,Male,Adult,1966,7,14,-120.090111,39.4072685,1797,,Melanerpes,lewis,100.4
MVZ,163443,Male,Adult,1964,10,9,-77.935,-5.916666667,8088,,Picumnus,steindachneri,10.8
MVZ,177281,Male,Adult,1997,2,8,-70.43302,18.61388,7577,,Melanerpes,striatus,90.2
MVZ,177282,Male,Adult,1997,2,8,-70.43302,18.61388,7577,,Melanerpes,striatus,96
MVZ,27048,Male,Adult,1916,8,3,-121.0151,38.9072,672,,Picoides,nuttallii,35.5
MVZ,27894,Male,Adult,1917,9,30,-117.465934,36.58766,1610,,Picoides,villosus,64.8
MVZ,40706,Male,Adult,1920,7,11,-120.11166,37.75634,577,,Picoides,villosus,65.6
MVZ,40718,Male,Adult,1920,7,26,-120.11166,37.75634,577,,Melanerpes,formicivorus,84.6
MVZ,45868,Male,Adult,1925,6,26,-121.55542,40.37845,4949,,Picoides,arcticus,73.5
MVZ,52163,Male,Adult,1927,11,15,-116.35,32.6,10468,,Melanerpes,formicivorus,83
MVZ,52176,Male,Adult,1927,2,24,-115.14084,32.4169,10593,,Melanerpes,uropygialis,67.5
MVZ,55136,Male,Adult,1929,7,17,-109.716873,23.387557,66880,,Melanerpes,formicivorus,68.9
MVZ,55137,Male,Adult,1929,7,18,-109.716873,23.387557,66880,,Melanerpes,formicivorus,61.8
MVZ,55157,Male,Adult,1929,4,21,-109.9,22.8833,5615,,Melanerpes,uropygialis,66.7
MVZ,63708,Male,Adult,1933,11,22,-118.21,35.37,1000,,Picoides,scalaris,40.7
MVZ,65798,Male,Adult,1934,9,14,-115.43306,41.87417,6464,,Picoides,villosus,74
MVZ,72697,Male,Adult,1937,12,29,-115.3861,35.1303,1000,,Colaptes,auratus,155.6
MVZ,77857,Male,Adult,1939,9,9,-106.32431,41.31009,3432,,Sphyrapicus,thyroideus,47.8
MVZ,77861,Male,Adult,1939,9,10,-106.32431,41.31009,3432,,Picoides,villosus,76.8
MVZ,77863,Male,Adult,1939,8,20,-111.106,44.1296,3655,,Picoides,pubescens,27.9
MVZ,115400,Male,Adult,1948,4,7,-92.6813888888,16.7777777777,4408,,Colaptes,auratus,132.9
MVZ,115403,Male,Adult,1948,3,19,-105.28528,21.53944,1993,,Melanerpes,chrysogenys,69.7
MVZ,115420,Male,Adult,1948,3,8,-100.9836228819,19.6181408867,16320,,Picoides,scalaris,32
MVZ,117136,Male,Adult,1949,6,29,-120.7617707,41.8993424,2048,,Sphyrapicus,ruber,43.3
MVZ,117145,Male,Adult,1949,7,3,-120.7617707,41.8993424,2048,,Sphyrapicus,ruber,48
MVZ,117217,Male,Adult,1947,8,26,-120.2886554,35.4464469,2643,,Melanerpes,formicivorus,83.7
MVZ,117222,Male,Adult,1947,8,30,-120.33745,35.57592,3219,,Picoides,villosus,67.3
MVZ,124373,Male,Adult,1951,8,3,-83.5472,31.4601,5033,,Colaptes,auratus,1108.5
MVZ,124376,Male,Adult,1951,7,13,-83.5086,31.5518,12021,,Melanerpes,carolinus,75
MVZ,124381,Male,Adult,1951,7,17,-83.5927,31.5136,7849,,Picoides,pubescens,23.2
MVZ,125541,Male,Adult,1952,4,18,-83.2739,31.5732,4507,,Colaptes,auratus,122.7
MVZ,125643,Male,Adult,1952,8,2,-120.2399175,39.4319691,4069,,Sphyrapicus,ruber,53.8
MVZ,134878,Male,Adult,1956,10,20,127.19321,37.7208,18674,,Dendrocopos,major,71
MVZ,134879,Male,Adult,1956,10,20,127.19321,37.7208,18674,,Dendrocopos,major,65
MVZ,139447,Male,Adult,1959,6,17,-106.770421,29.485097,124,,Melanerpes,formicivorus,64.4
MVZ,148297,Male,Adult,1962,6,6,-114.21871,38.856596,2035,,Sphyrapicus,nuchalis,47.3
MVZ,151901,Male,Adult,1926,12,23,-114.4013222,34.4653024,3272,,Melanerpes,uropygialis,74
MVZ,152836,Male,Adult,1964,5,13,-61.2833,10.7167,3342,,Celeus,elegans,134.9
MVZ,156462,Male,Adult,1964,11,1,-76.4485,-11.98977,6077,,Colaptes,atricollis,75
MVZ,160192,Male,Adult,1970,2,11,-80.3975,27.6383,4856,,Melanerpes,carolinus,63.7
MVZ,171811,Male,Adult,1977,9,18,-121.5568207,36.37851365,2707,,Melanerpes,formicivorus,86.2
MVZ,25548,Male,Adult,1915,6,10,-119.83936,37.74886,147,,Picoides,albolarvatus,61.5
MVZ,25563,Male,Adult,1915,7,8,-119.39498,37.87941,660,,Sphyrapicus,thyroideus,51
MVZ,25909,Male,Adult,1915,10,16,-119.771211,37.827725,1372,,Dryocopus,pileatus,283
MVZ,29693,Male,Adult,1918,11,14,-120.6973,35.723588,805,,Picoides,pubescens,24.5
MVZ,44387,Male,Adult,1923,10,21,-120.7895831,40.6709426,1127,,Picoides,albolarvatus,58.4
MVZ,46228,Male,Adult,1925,10,6,-115.45,30.88333,7440,,Picoides,villosus,60.7
MVZ,51752,Male,Adult,1927,12,23,-121.9121622,40.3351913,1731,,Melanerpes,lewis,108.2
MVZ,52152,Male,Adult,1928,2,29,-114.95,31.9,98990,,Picoides,scalaris,35.6
MVZ,55115,Male,Adult,1929,8,3,-109.716873,23.387557,66880,,Picoides,scalaris,37.4
MVZ,55134,Male,Adult,1929,7,13,-109.716873,23.387557,66880,,Melanerpes,formicivorus,66.8
MVZ,55140,Male,Adult,1929,7,26,-109.716873,23.387557,66880,,Melanerpes,formicivorus,62.5
MVZ,55156,Male,Adult,1929,4,19,-109.9,22.8833,5615,,Melanerpes,uropygialis,78.2
MVZ,63696,Male,Adult,1933,10,18,-118.49432,35.4277106,1610,,Sphyrapicus,nuchalis,49.3
MVZ,63698,Male,Adult,1933,10,27,-118.34507,35.4793329,805,,Sphyrapicus,ruber,51.8
MVZ,63704,Male,Adult,1933,10,15,-118.49432,35.4277106,1610,,Picoides,villosus,67.7
MVZ,63707,Male,Adult,1933,11,16,-118.5536,35.3819,1000,,Picoides,pubescens,25.8
MVZ,69566,Male,Adult,1936,7,30,-121.03,36.48,1000,,Picoides,nuttallii,33.7
MVZ,72719,Male,Adult,1937,12,29,-115.3861,35.1303,1000,,Picoides,scalaris,34.7
MVZ,77849,Male,Adult,1939,9,8,-106.27242,41.35532,2521,,Colaptes,auratus,135.5
MVZ,77855,Male,Adult,1939,8,26,-109.83667,43.30329,5826,,Sphyrapicus,nuchalis,46
MVZ,77856,Male,Adult,1939,8,29,-109.83667,43.30329,5826,,Sphyrapicus,nuchalis,47.3
MVZ,158326,Male,Adult,1960,7,31,-162.3166667,67.9333333,,,Picoides,tridactylus,56.5
MVZ,49846,Male,Adult,1926,10,6,-115.9072222,32.053333,,,Melanerpes,formicivorus,77
MVZ,55094,Male,Adult,1928,10,21,-110.1436111,23.217222,,,Picoides,scalaris,33.3
MVZ,63693,Male,Adult,1933,10,22,-118.34507,35.4793329,,,Melanerpes,formicivorus,77
MVZ,63713,Male,Adult,1933,10,30,-118.34507,35.4793329,,,Picoides,albolarvatus,61.5
MVZ,93825,Male,Adult,1945,1,30,-75.1666667,3.3333333,,,Picumnus,olivaceus,15
MVZ,142687,Male,Adult,1960,10,26,-109.8583333,24.258333,,,Melanerpes,uropygialis,64.7
MVZ,172062,Male,Adult,1986,10,1,12.2166667,3.7666667,,,Campethera,caroli,56
MVZ,47967,Male,Adult,1926,5,28,-115.2111111,30.85,,,Melanerpes,uropygialis,69.5
MVZ,55100,Male,Adult,1929,2,5,-110.3252778,24.148889,,,Picoides,scalaris,33.5
MVZ,55162,Male,Adult,1929,6,12,-109.7747222,23.441944,,,Melanerpes,uropygialis,65.6
MVZ,55164,Male,Adult,1929,6,18,-109.7747222,23.441944,,,Melanerpes,uropygialis,68.8
MVZ,69541,Male,Adult,1936,7,21,-120.7856667,36.294333,,,Melanerpes,formicivorus,77.1
MVZ,69542,Male,Adult,1936,7,25,-120.7856667,36.294333,,,Melanerpes,formicivorus,73.1
MVZ,69552,Male,Adult,1936,7,19,-120.7856667,36.294333,,,Picoides,villosus,62.7
MVZ,164337,Male,Adult,1972,6,13,-95.266,33.662,,,Melanerpes,carolinus,84.3
MVZ,148296,Male,Adult,1962,6,15,-114.21871,38.856596,2035,,Sphyrapicus,nuchalis,48.7
MVZ,158807,Male,Adult,1967,8,20,-119.7370983,33.995638,1610,,Melanerpes,formicivorus,102.5
MVZ,162596,Male,Unknown,1965,9,18,-119.58,39.25,429,,Picoides,pubescens,27.6
MVZ,150277,Male,Adult,1963,6,4,-115.28361,36.63,9682,,Colaptes,auratus,136.9
MVZ,150295,Male,Adult,1963,6,24,-115.70722,36.42194,6464,,Sphyrapicus,ruber,45.7
MVZ,150307,Male,Adult,1963,6,16,-115.69417,36.31573,7140,,Sphyrapicus,thyroideus,45.7
MVZ,150320,Male,Adult,1963,6,11,-115.20694,36.63139,78,,Picoides,villosus,61.1
MVZ,150322,Male,Adult,1963,6,20,-115.69146,36.30917,2006,,Picoides,villosus,67
MVZ,160849,Male,Adult,1970,8,20,-77.65833333,-5.833333333,6909,,Picumnus,steindachneri,11
MVZ,160862,Male,Adult,1970,8,8,-79.76937,-5.90479,12508,,Piculus,rubiginosus,58
MVZ,160876,Male,Adult,1970,8,8,-79.76937,-5.90479,12508,,Veniliornis,callonotus,29
MVZ,160878,Male,Adult,1970,9,4,-78.49628,-5.41541,14893,,Melanerpes,cruentatus,56
MVZ,161512,Male,Adult,1972,2,22,-81.15,-4.533333333,6611,,Veniliornis,callonotus,26
MVZ,163762,Male,Adult,1974,11,18,-77.48775,-7.94858,4258,,Colaptes,atricollis,76.5
MVZ,163766,Male,Adult,1974,11,4,-78.61589,-5.67155,3368,,Veniliornis,callonotus,31
MVZ,163767,Male,Adult,1974,11,5,-78.61589,-5.67155,3368,,Veniliornis,callonotus,28
MVZ,163769,Male,Adult,1974,10,25,-81.15,-4.533333333,6611,,Veniliornis,callonotus,28
MVZ,169587,Male,Adult,1983,6,20,-69.07482,-2.5785,5114,,Celeus,flavus,120
MVZ,169591,Male,Adult,1983,6,4,-69.07482,-2.5785,5114,,Melanerpes,cruentatus,61
MVZ,169685,Male,Adult,1983,7,11,-78.88557,-5.06667,4464,,Piculus,rubiginosus,83
MVZ,177285,Male,Adult,1997,2,17,-68.81995,18.37944,4835,,Melanerpes,striatus,87.8
MVZ,150002,Male,Adult,1963,9,1,-121.61126,38.86986,7605,,Picoides,nuttallii,36.5
MVZ,150282,Male,Adult,1963,6,20,-115.69146,36.30917,2006,,Colaptes,auratus,141.3
MVZ,150284,Male,Adult,1963,6,5,-115.19032,36.62584,1747,,Sphyrapicus,nuchalis,43.3
MVZ,150293,Male,Adult,1963,6,21,-115.65611,36.40167,4854,,Sphyrapicus,nuchalis,46.8
MVZ,150305,Male,Adult,1963,6,18,-115.70313,36.31573,6860,,Sphyrapicus,thyroideus,48.5
MVZ,150308,Male,Adult,1963,6,16,-115.69417,36.31573,7140,,Sphyrapicus,thyroideus,44.4
MVZ,150314,Male,Adult,1963,6,27,-114.45813,37.45917,3528,,Picoides,villosus,63.4
MVZ,150316,Male,Adult,1968,4,13,-115.21941,36.63555,1727,,Picoides,villosus,56.7
MVZ,160861,Male,Adult,1970,9,9,-79.11666667,-6,6608,,Colaptes,atricollis,72
MVZ,160871,Male,Adult,1970,8,2,-81.15,-4.533333333,6611,,Veniliornis,callonotus,25
MVZ,160880,Male,Adult,1970,9,3,-78.49628,-5.41541,14893,,Campephilus,melanoleucos,260
MVZ,160882,Male,Adult,1970,8,22,-78.78109,-5.77639,3404,,Dryocopus,lineatus,230
MVZ,161514,Male,Adult,1972,3,5,-78.77958,-5.73186,2979,,Veniliornis,callonotus,28.5
MVZ,161516,Male,Adult,1972,3,5,-78.77894,-5.7325,3007,,Veniliornis,callonotus,28.5
MVZ,163763,Male,Adult,1974,11,20,-77.48775,-7.94858,4258,,Colaptes,atricollis,76
MVZ,167069,Male,Adult,1980,6,5,-113.4525,37.31722,403,,Picoides,pubescens,27
MVZ,169584,Male,Adult,1983,5,26,-69.07482,-2.5785,5114,,Picumnus,borbae,8.5
MVZ,169585,Male,Adult,1983,6,15,-69.07482,-2.5785,5114,,Piculus,leucolaemus,72
MVZ,169586,Male,Adult,1983,6,16,-69.07482,-2.5785,5114,,Celeus,elegans,130
MVZ,169592,Male,Adult,1983,6,9,-69.07482,-2.5785,5114,,Melanerpes,cruentatus,62
MVZ,163770,Male,Unknown,1974,10,25,-81.15,-4.533333333,6611,,Veniliornis,callonotus,27.5
CAS,86173,Male,Adult,1996,3,27,-85.4132,38.7862,,,Dryocopus,pileatus,257.8
CAS,90178,Male,Adult,2002,8,14,-122.51602,38.11406,,,Picoides,nuttallii,31.7
CAS,90362,Male,Adult,2002,8,29,-122.07516,37.91398,,,Picoides,nuttallii,35.9
CAS,90547,Male,Adult,2000,1,3,-122.85529,38.04513,,,Melanerpes,formicivorus,84.2
CAS,90789,Male,Adult,2003,3,19,-122.17977,37.872,,,Picoides,nuttallii,30.8
CAS,90931,Male,Adult,2003,6,28,-122.54401,38.05137,,,Melanerpes,formicivorus,59.4
CAS,91226,Male,Adult,2004,1,26,-121.86225,37.78986,,,Colaptes,auratus,172
CAS,92057,Male,Adult,2004,10,14,-121.07362,35.54067,,,Melanerpes,formicivorus,94.3
CAS,92058,Male,Adult,2004,10,6,-121.07362,35.54067,,,Melanerpes,formicivorus,87
CAS,90245,Male,Adult,2001,12,1,-122.47899,37.89031,,,Sphyrapicus,ruber,41.4
CAS,90263,Male,Adult,2002,9,21,-122.56908,37.98244,,,Colaptes,auratus,105
CAS,91422,Male,Adult,2001,7,13,-122.53801,38.11294,,,Melanerpes,formicivorus,77.7
CAS,92164,Male,Adult,2003,1,1,-122.82973,38.06994,,,Sphyrapicus,ruber,52.1
CAS,92707,Male,Adult,1995,10,15,-85.4235,38.75542,,,Dryocopus,pileatus,276
CAS,92856,Male,Adult,2004,6,11,-122.63573,38.24925,,,Melanerpes,formicivorus,81.7
CAS,95620,Male,Adult,2006,2,19,-122.68385,38.05035,,,Colaptes,auratus,140
CAS,98313,Male,Adult,2007,4,2,-122.87678,38.14288,,,Colaptes,auratus,136
CAS,92163,Male,Adult,2000,3,,-122.70846,38.32936,,,Sphyrapicus,ruber,45.2
DMNS,35133,Male,Adult,2014,12,26,-105.049508,40.425164,22,,Colaptes,auratus,131.1
DMNS,40404,Male,Adult,1992,5,5,-105.399007,39.819956,1000,,Picoides,villosus,57
DMNS,40405,Male,Adult,1990,4,13,-104.973107,39.282123,500,,Colaptes,auratus,146.4
DMNS,40423,Male,Adult,1990,6,13,-106.008968,40.07396,1000,,Picoides,pubescens,27.3
DMNS,40789,Male,Adult,1993,7,10,-105.930614,40.10819,500,,Colaptes,auratus,130
DMNS,41053,Male,Adult,1986,7,29,-104.913929,39.59281,1000,,Picoides,pubescens,17.5
DMNS,41698,Male,Adult,1996,4,10,-104.9877597,39.6477653,1500,,Colaptes,auratus,142.5
DMNS,42019,Male,Adult,1997,5,23,-105.8222891,40.251754,1000,,Colaptes,auratus,118.6
DMNS,42871,Male,Adult,2008,2,6,-105.0525355,39.5898941,50,,Picoides,pubescens,26
DMNS,42924,Male,Adult,1978,3,29,-106.4763109362,23.2543517471,626,,Melanerpes,uropygialis,72.5
DMNS,43201,Male,Adult,2010,7,20,-105.807872,39.970238,180,,Colaptes,auratus,139.6
DMNS,43311,Male,Adult,2002,1,16,-104.961777,39.6788,523,,Colaptes,auratus,152.3
DMNS,34663,Male,Adult,2012,2,9,-104.92779,39.746331,30,,Colaptes,auratus,106
DMNS,34921,Male,Adult,2013,4,12,-105.283025,40.015008,19,,Sphyrapicus,nuchalis,37.6
DMNS,35043,Male,Adult,2014,4,30,-105.128067,40.625632,150,,Colaptes,auratus,110.6
DMNS,35131,Male,Adult,2014,11,8,-105.144553,40.185535,22,,Colaptes,auratus,119.6
DMNS,40403,Male,Adult,1991,9,25,-105.275031,39.978318,500,,Sphyrapicus,nuchalis,45.7
DMNS,40970,Male,Adult,1986,8,18,-107.1333333333,34.0333333333,1500,,Melanerpes,formicivorus,63
DMNS,41221,Male,Adult,1986,8,18,-107.1333333333,34.0333333333,1500,,Melanerpes,formicivorus,53.4
DMNS,41660,Male,Adult,1995,7,22,-105.187102,40.515771,1500,,Melanerpes,lewis,104.7
DMNS,41762,Male,Adult,1995,3,29,-104.8313888889,39.7294444444,5000,,Sphyrapicus,nuchalis,45.3
DMNS,42020,Male,Adult,1997,11,15,-105.0166498,39.613321,5000,,Colaptes,auratus,154.3
DMNS,43181,Male,Adult,1997,6,1,-105.22056,39.75556,2500,,Dendrocopos,pubescens,26.7
DMNS,43294,Male,Adult,2011,11,5,-105.013116,39.786287,8,,Colaptes,auratus,96
DMNS,40138,Male,Adult,1980,1,1,-105.1013888889,40.1672222222,,,Colaptes,auratus,138
DMNS,40402,Male,Adult,1988,10,11,-106.725,39.915,,,Sphyrapicus,nuchalis,45
DMNS,45668,Male,Adult,2013,7,25,-105.030886,39.834524,,,Colaptes,auratus,121.4
KU,27570,Male,Adult,1949,7,2,-110.682998,43.6813712,2217,,Sphyrapicus,nuchalis,48
KU,33468,Male,Adult,1955,9,23,-95.6966263,39.0483341,6447,,Melanerpes,erythrocephalus,75.8
KU,33752,Male,Adult,1954,7,12,-101.8001034,39.7870332,3357,,Melanerpes,erythrocephalus,75.3
KU,33794,Male,Adult,1954,6,11,-101.8001034,39.7870332,3357,,Picoides,pubescens,29.7
KU,51012,Male,Adult,1965,12,31,-95.2041674,38.7958797,6390,,Melanerpes,erythrocephalus,81.6
KU,51530,Male,Adult,1965,6,18,-100.0718637,37.7528,8063,,Colaptes,auratus,130
KU,57008,Male,Adult,1967,3,18,-101.176094,38.8977732,3748,,Picoides,pubescens,28.1
KU,59406,Male,Adult,1967,4,22,-95.2864532,39.0223911,2427,,Picoides,pubescens,17.2
KU,64598,Male,Adult,1969,7,3,-95.1864548,38.805701,3284,,Melanerpes,erythrocephalus,77.5
KU,86209,Male,Adult,1994,5,9,-94.8803329,40.0076316,8083,,Melanerpes,erythrocephalus,101
KU,100436,Male,Adult,1963,6,2,-122.1270111,41.8118558,10104,,Sphyrapicus,ruber,48.5
KU,104604,Male,Adult,1964,10,9,-110.926479,32.2217429,19615,,Colaptes,chrysoides,118.5
KU,104607,Male,Adult,1967,5,20,-75.702137,41.4573021,417,,Colaptes,auratus,9
KU,104613,Male,Adult,1969,9,17,-87.9277039,44.9584818,13345,,Colaptes,auratus,144
KU,104629,Male,Adult,1966,10,22,-65.7912741,18.3105086,496,,Melanerpes,portoricensis,71.3
KU,104985,Male,Adult,1970,10,12,-110.8728561,32.5037648,3996,,Picoides,scalaris,32
KU,108898,Male,Adult,1996,3,28,-101.1334384,38.5736955,1496,,Colaptes,auratus,172.2
KU,25137,Male,Adult,1948,8,26,-114.840694,43.928887,334,,Sphyrapicus,nuchalis,49.2
KU,33325,Male,Adult,1956,7,7,-102.0161189,39.6565815,3809,,Melanerpes,erythrocephalus,80.4
KU,34175,Male,Adult,1957,7,30,-99.7838072,37.2176408,5871,,Melanerpes,erythrocephalus,80
KU,34176,Male,Adult,1957,7,31,-99.7838072,37.2176408,5871,,Melanerpes,erythrocephalus,87.5
KU,39629,Male,Adult,1961,7,7,-109.2375783,47.1638049,5105,,Sphyrapicus,nuchalis,42.1
KU,51008,Male,Adult,1965,12,31,-95.2041674,38.7958797,6390,,Melanerpes,erythrocephalus,87.4
KU,51010,Male,Adult,1965,12,31,-95.2041674,38.7958797,6390,,Melanerpes,erythrocephalus,88.8
KU,51011,Male,Adult,1965,12,31,-95.2041674,38.7958797,6390,,Melanerpes,erythrocephalus,77.4
KU,51528,Male,Adult,1965,6,15,-102.022827,38.0324328,1549,,Colaptes,auratus,130.5
KU,54406,Male,Adult,1966,8,13,-100.2364264,39.0673386,825,,Melanerpes,erythrocephalus,86.3
KU,57437,Male,Adult,1967,8,22,-95.226991,39.0776389,5052,,Melanerpes,erythrocephalus,83.8
KU,57439,Male,Adult,1967,9,16,-95.3369245,39.0279489,5693,,Melanerpes,erythrocephalus,80.1
KU,59135,Male,Adult,1967,9,14,-101.8623587,37.1131734,2021,,Picoides,villosus,74.8
KU,61217,Male,Adult,1968,6,30,-95.2784323,38.9549568,7303,,Melanerpes,erythrocephalus,82
KU,87234,Male,Adult,1995,6,8,-94.9846995,39.1882954,30648,,Melanerpes,erythrocephalus,81
KU,101631,Male,Adult,1969,4,6,-102.96361,36.97499,7177,,Colaptes,auratus,80
KU,104578,Male,Adult,1963,11,24,-109.2039501,31.8463089,5088,,Sphyrapicus,nuchalis,53
KU,104579,Male,Adult,1967,10,12,-84.2098999,30.6625957,162,,Sphyrapicus,varius,44.5
KU,104582,Male,Adult,1970,10,4,-111.002223,32.242674,175,,Sphyrapicus,nuchalis,48.4
KU,104608,Male,Adult,1967,5,20,-75.702137,41.4573021,417,,Colaptes,auratus,6
KU,104612,Male,Adult,1969,6,25,-87.9277039,44.9584818,13345,,Colaptes,auratus,124
KU,104660,Male,Adult,1967,12,25,-97.0596898,37.3730211,5083,,Melanerpes,carolinus,78
KU,104661,Male,Adult,1967,12,25,-97.0596898,37.3730211,5083,,Melanerpes,carolinus,78.3
KU,104984,Male,Adult,1970,10,6,-110.8728561,32.5037648,3996,,Picoides,scalaris,34.2
KU,104999,Male,Adult,1969,9,20,-77.2878957,38.9660325,30,,Picoides,pubescens,30.2
KU,105006,Male,Adult,1968,7,6,-116.6107749,32.8528408,594,,Picoides,nuttallii,40
KU,105010,Male,Adult,1963,10,27,-110.7398157,32.4242425,975,,Picoides,villosus,63
KU,108757,Male,Adult,1995,1,12,-97.3342574,37.6940187,10440,,Colaptes,auratus,125.9
KU,108899,Male,Adult,1994,3,28,-97.0410436,37.0646004,2791,,Colaptes,auratus,150.5
KU,84734,Male,Adult,1990,6,,-95.3225327,38.6517346,5098,,Melanerpes,erythrocephalus,86.8
KU,93901,Male,Adult,2001,7,13,-88.2,13.762,,,Melanerpes,aurifrons,88.5
KU,93918,Male,Adult,2001,7,20,-88.085,13.991,,,Colaptes,auratus,144
KU,95370,Male,Adult,2002,6,30,-88.84,13.6,,,Colaptes,rubiginosus,79
KU,95448,Male,Adult,2002,7,14,-88.913,14.133,,,Melanerpes,aurifrons,88
KU,95463,Male,Adult,2002,6,21,-88.84,13.608,,,Colaptes,rubiginosus,89
KU,96265,Male,Adult,2005,5,31,-90.1833333,37.1966667,,,Dryocopus,pileatus,324
LACM,66926,Male,Adult,1967,6,16,30.15,0.8,,,Campethera,caroli,56
LACM,55121,Male,Adult,1963,3,24,39.95,-1.1,,,Dendropicos,fuscescens,23
LACM,63942,Male,Adult,1966,6,15,31.58,1.75,,,Campethera,nivosa,34
LACM,55101,Male,Adult,1962,10,28,36.28,-1.87,,,Campethera,nubica,55
LACM,78926,Male,Adult,1966,5,24,35.35,-23.12,,,Dendropicos,fuscescens,28.8
LACM,55098,Male,Adult,1963,3,8,39.95,-1.1,,,Campethera,cailliautii,37
LACM,64330,Male,Adult,1966,11,28,30.42,0.5,,,Campethera,nivosa,30
LACM,55124,Male,Adult,1963,3,4,39.95,-1.1,,,Dendropicos,namaquus,74
LACM,64339,Male,Adult,1966,12,12,30.42,0.5,,,Dendropicos,elliotii,35
LACM,55130,Male,Adult,1963,3,20,39.95,-1.1,,,Dendropicos,namaquus,73
LACM,55127,Male,Adult,1963,3,9,39.95,-1.1,,,Dendropicos,namaquus,74
LACM,55122,Male,Adult,1963,4,1,39.25,-3,,,Dendropicos,fuscescens,25
LACM,74637,Male,Adult,1969,2,15,87.85,26.48,,,Dinopium,shorii,132
LACM,64324,Male,Adult,1966,11,29,30.42,0.5,,,Campethera,caroli,55
LACM,63940,Male,Adult,1966,6,29,31.58,1.75,,,Campethera,nivosa,33
LACM,64337,Male,Adult,1966,11,14,30.42,0.5,,,Dendropicos,elliotii,32
LACM,55111,Male,Adult,1963,3,8,39.95,-1.1,,,Campethera,abingoni,56
LACM,57204,Male,Adult,1963,5,4,31.58,1.75,,,Campethera,caroli,54
LACM,55118,Male,Adult,1962,7,5,34.55,1.13,,,Dendropicos,fuscescens,26
LACM,64326,Male,Adult,1966,12,10,30.42,0.5,,,Campethera,tullbergi,55
LACM,64331,Male,Adult,1966,11,28,30.42,0.5,,,Campethera,nivosa,30
LACM,55120,Male,Adult,1962,5,24,36.28,-1.87,,,Dendropicos,fuscescens,24
LACM,64318,Male,Adult,1966,12,8,30.42,0.5,,,Campethera,caroli,60
LACM,55128,Male,Adult,1963,3,10,39.95,-1.1,,,Dendropicos,namaquus,77
LACM,55099,Male,Adult,1963,3,11,39.95,-1.1,,,Campethera,cailliautii,35
LACM,69616,Male,Adult,1966,8,23,35.47,1.48,,,Dendropicos,goertae,51
LACM,55103,Male,Adult,1963,3,4,39.95,-1.1,,,Campethera,nubica,55.5
LACM,57202,Male,Adult,1963,5,2,31.58,1.75,,,Dendropicos,xantholophus,65
LACM,64327,Male,Adult,1966,12,9,30.42,0.5,,,Campethera,tullbergi,52
LACM,57200,Male,Adult,1963,5,15,34.77,2.53,,,Campethera,nubica,70
LACM,64325,Male,Adult,1966,11,11,30.42,0.5,,,Campethera,tullbergi,55
LACM,79338,Male,Adult,1972,11,11,16.37,-22.37,,,Campethera,abingoni,81
LACM,63944,Male,Adult,1966,6,22,31.58,1.75,,,Campethera,caroli,56
LACM,57194,Male,Adult,1963,5,2,31.58,1.75,,,Campethera,nivosa,32
LACM,55109,Male,Adult,1963,3,29,39.25,-3,,,Campethera,nubica,32
LACM,55102,Male,Adult,1962,8,20,40.12,-3.22,,,Campethera,nubica,68
LACM,57201,Male,Adult,1963,4,28,31.58,1.75,,,Dendropicos,xantholophus,51
MCZ,208906,Male,Adult,1884,4,23,-79.867144,32.754788,7016,7016,Dendrocopos,borealis,119.7
MCZ,211057,Male,Adult,1886,2,6,-83.1967697,35.0525932,510,510,Dendrocopos,pubescens,89.9
MCZ,282681,Male,Adult,1933,9,6,-124.0333023,52.4000015,2335,2335,Dryocopus,pileatus,310.8
MCZ,334769,Male,Adult,2001,3,1,-71.7583333333,41.3583333333,115000,115000,Melanerpes,carolinus,75
MCZ,203446,Male,Adult,1877,4,19,-81.5465164,30.7305374,4843,4843,Dendrocopos,borealis,119
MCZ,207718,Male,Adult,1882,11,1,-78.4434128,36.2226727,2424,2424,Dendrocopos,pubescens,92.2
MCZ,208704,Male,Adult,1884,4,4,-79.867144,32.754788,7016,7016,Dendrocopos,pubescens,87
MCZ,302237,Male,Adult,1899,10,6,-77.1455345,38.8598347,98,98,Dendrocopos,pubescens,90.5
MCZ,334783,Male,Adult,1995,4,4,-71.1083333333,42.375,115000,115000,Sphyrapicus,varius,50.5
MCZ,337412,Male,Adult,2001,6,5,-85.6083333333,10.8527777778,,0,Melanerpes,aurifrons,72
MCZ,349878,Male,Adult,2012,6,22,110.8056166667,48.5998333333,,,Jynx,torquilla,37.7
MCZ,349544,Male,Adult,2012,3,29,-71.1061111111,42.375,,0,Sphyrapicus,varius,51.8
