Institution,CatalogNo,Sex,Age,Year,Month,Day,Long,Lat,Genus,Species,Mass.g,bcpic,bio10,bio11,bio12,bio16,bio17,Comp.1,Comp.2,Comp.3,Comp.4,Comp.5
DMNS,41878,Female,Unknown,1998,2,17,-105.513578,39.742699,Picoides,pubescens,29.2,16,136,-54,470,162,71,1.58605817221962,-0.702595179487037,-0.195777618446593,0.344744331652115,-0.0440454895424357
DMNS,41052,Female,Unknown,1984,7,24,-105.371193,39.580974,Picoides,pubescens,14.7,16,134,-55,476,180,60,1.60738135714976,-0.699356429697684,-0.337668231276856,0.284506381316268,-0.0432347585607265
DMNS,40649,Female,Unknown,1989,12,3,-105.4972222222,40.1313888889,Picoides,pubescens,24,16,130,-56,496,163,86,1.5432421814899,-0.89688546720864,-0.132661799663897,0.435750959103098,-0.0309432243245633
DMNS,40406,Female,Unknown,1992,1,24,-106.725,39.915,Picoides,pubescens,26.7,16,161,-72,368,111,77,1.70607059291408,-0.350587453535517,0.280075261400351,0.0847392247216207,0.00510374919684844
MSB,28961,Female,Unknown,2009,6,28,-106.1259166667,35.9037833333,Picoides,pubescens,27.5,16,219,6,277,130,36,1.14947853448964,1.21866128643625,0.286516051783615,-0.00627282947314764,0.0450120086664567
MSB,41050,Female,Unknown,2013,6,20,-108.8882166667,36.0772,Picoides,pubescens,26.8,16,157,-38,473,173,60,1.39100443762376,-0.24045128334857,-0.132822621709246,0.205487977790288,-0.0482775624809448
MSB,25576,Female,Unknown,2006,8,19,-106.6511345,35.0844898,Picoides,pubescens,24.1,16,245,29,219,98,31,1.00818759727158,1.8269208990861,0.511109814338471,-0.0271214625004726,0.0330797102344365
MSB,41051,Female,Unknown,2013,6,18,-108.8873166667,36.09675,Picoides,pubescens,27.4,16,152,-40,495,179,63,1.38644204825512,-0.360015826216998,-0.167716195238958,0.233363349444072,-0.0548550417345674
UWYMV,2610,Female,Unknown,2011,12,8,-105.36886,41.779289,Picoides,pubescens,25.2,16,171,-38,345,154,34,1.57676800474533,0.187762980209092,-0.153376201175145,0.0417642815037991,-0.00318563492299695
MVZ,167069,Male,Adult,1980,6,5,-113.4525,37.31722,Picoides,pubescens,27,16,190,-5,432,142,68,1.07899726479563,0.456772617786775,0.240292552774106,0.240024765928973,-0.0382480901850087
DMNS,40423,Male,Adult,1990,6,13,-106.008968,40.07396,Picoides,pubescens,27.3,16,118,-88,516,142,114,1.69503441333683,-1.39395682097647,0.109889609071794,0.42525984264629,-0.014393376585428
DMNS,40734,Male,Unknown,1992,4,12,-106.725,39.915,Picoides,pubescens,23.1,16,161,-72,368,111,77,1.70607059291408,-0.350587453535517,0.280075261400351,0.0847392247216207,0.00510374919684844
MSB,26384,Male,Unknown,2007,10,8,-106.6922607,35.7686367,Picoides,pubescens,25.5,16,190,-7,411,173,70,1.03673478444727,0.425196593782991,0.213358395420386,0.195076120401698,0.0713852323564336
MSB,41048,Male,Unknown,2013,6,16,-108.3355,36.7255,Picoides,pubescens,26.3,16,227,-2,217,81,34,1.31080947402107,1.37521769981061,0.471746599618069,-0.065011639600088,0.00462114232125638
MSB,41049,Male,Unknown,2013,6,19,-108.8883666667,36.1011,Picoides,pubescens,25,16,152,-40,495,179,63,1.38644204825512,-0.360015826216998,-0.167716195238958,0.233363349444072,-0.0548550417345674
MSB,30599,Male,Unknown,2010,11,24,-105.60144,35.7695266667,Picoides,pubescens,22.9,16,116,-44,696,297,116,0.967645300242089,-1.39597492767021,-0.320787309798575,0.518447281829277,0.120014329754419
MSB,26316,Female,Adult,8888,10,6,-106.3991333333,34.6668333333,Picoides,villosus,55.4,16,168,-12,508,235,78,0.944019241401799,-0.0788428448646434,-0.0565395667220982,0.276840783019539,0.111140089670116
MSB,26623,Female,Adult,2007,9,14,-106.1184333333,40.52535,Picoides,villosus,62.7,16,112,-88,587,164,132,1.54196330917128,-1.62965082007498,0.150876800892937,0.495935628266736,0.000976277233714323
MVZ,125829,Female,Adult,1952,9,8,-105.822524,36.058436,Picoides,villosus,60.3,16,164,-25,455,203,70,1.18997720813087,-0.122603944572283,-0.0643315102428237,0.245953729004839,0.0785360191327211
MVZ,63179,Female,Adult,1933,5,27,-113.1458,36.4022,Picoides,villosus,56,16,185,2,449,141,62,1.08372348566996,0.43822347313796,0.113254128975178,0.318671493786527,-0.0875646592177009
MVZ,125830,Female,Adult,1952,9,10,-105.822524,36.058436,Picoides,villosus,56.5,16,164,-25,455,203,70,1.18997720813087,-0.122603944572283,-0.0643315102428237,0.245953729004839,0.0785360191327211
KU,27520,Female,Unknown,1949,6,15,-105.8638751,42.4482212,Picoides,villosus,66.9,16,133,-64,447,172,66,1.68078774252671,-0.773577588604869,-0.252068437836313,0.267424668747995,-0.00370267589335367
KU,41601,Female,Unknown,1963,7,14,-104.980545,36.5090843,Picoides,villosus,61,16,173,-19,403,193,36,1.31712780393024,0.255250869083653,-0.249301914920545,0.106264871061067,0.0174015115673365
KU,41602,Female,Unknown,1963,7,14,-104.9812317,36.5101881,Picoides,villosus,54,16,173,-19,403,193,36,1.31712780393024,0.255250869083653,-0.249301914920545,0.106264871061067,0.0174015115673365
MSB,40790,Female,Unknown,2014,1,17,-107.1584833333,34.0334666667,Picoides,villosus,52.4,16,181,2,407,224,48,1.03531017365953,0.409975972487735,-0.183326134036411,0.200207816255169,0.122086176842786
MSB,26385,Female,Unknown,2007,9,15,-105.9350204,35.6868439,Picoides,villosus,37.9,16,193,-5,395,189,58,1.04040946385377,0.54054960532951,0.113136220821931,0.117330516390823,0.0943904798843168
MSB,30034,Female,Unknown,2010,11,12,-105.5512666667,35.7665166667,Picoides,villosus,59.6,16,98,-57,789,325,139,0.903968887570502,-1.93035609233101,-0.337722808302869,0.604374283886773,0.135048277173163
MSB,40518,Female,Unknown,2013,9,15,-107.1449333333,33.9993666667,Picoides,villosus,56.1,16,154,-16,512,267,63,1.04556846841696,-0.268666780610817,-0.374980558179421,0.276863601735164,0.129360057770747
MSB,40341,Female,Unknown,2013,4,20,-107.14115,34.0043666667,Picoides,villosus,56.1,16,181,2,407,224,48,1.03531017365953,0.409975972487735,-0.183326134036411,0.200207816255169,0.122086176842786
MSB,26412,Male,Adult,2007,9,14,-106.1184333333,40.52535,Picoides,villosus,67.5,16,112,-88,587,164,132,1.54196330917128,-1.62965082007498,0.150876800892937,0.495935628266736,0.000976277233714323
MVZ,77861,Male,Adult,1939,9,10,-106.32431,41.31009,Picoides,villosus,76.8,16,99,-86,574,168,122,1.65838591339852,-1.7689325448348,-0.0846951186450959,0.602661260886123,-0.0135638666730944
DMNS,40404,Male,Adult,1992,5,5,-105.399007,39.819956,Picoides,villosus,57,16,123,-61,544,178,92,1.51083171179377,-1.09834005108145,-0.172497306353479,0.44721125581436,-0.0394639362420417
MSB,26929,Male,Adult,2008,11,23,-107.2525333333,33.9917833333,Picoides,villosus,62.8,16,187,5,370,210,39,1.08482482538263,0.593876446892656,-0.17595573597528,0.164490097806296,0.109738002335512
MSB,26928,Male,Adult,2008,11,22,-107.2641833333,33.9894833333,Picoides,villosus,62,16,187,5,370,210,39,1.08482482538263,0.593876446892656,-0.17595573597528,0.164490097806296,0.109738002335512
MVZ,125831,Male,Adult,1952,9,12,-105.822524,36.058436,Picoides,villosus,66,16,164,-25,455,203,70,1.18997720813087,-0.122603944572283,-0.0643315102428237,0.245953729004839,0.0785360191327211
MVZ,43431,Male,Adult,1922,9,8,-111.5255,35.4163,Picoides,villosus,58.3,16,167,-17,491,176,60,1.1927785086149,0.0183428065757516,-0.100173988311449,0.266761066127163,-0.0661586295642185
DMNS,41830,Male,Unknown,1995,4,5,-105.4389402,40.1215683,Picoides,villosus,69,16,132,-54,496,166,82,1.5308713915077,-0.83663967131992,-0.156270388534604,0.412019651334019,-0.0356845166414893
MSB,26383,Male,Unknown,2007,9,14,-106.1184333333,40.52535,Picoides,villosus,72,16,112,-88,587,164,132,1.54196330917128,-1.62965082007498,0.150876800892937,0.495935628266736,0.000976277233714323
MSB,39692,Male,Unknown,2012,5,7,-107.1734333333,33.9282666667,Picoides,villosus,62.9,16,169,-6,447,243,51,1.06206826508304,0.130252084101878,-0.298327990637827,0.222635404620158,0.122065050864818
MSB,40745,Male,Unknown,2013,6,1,-109.0453833333,36.2504333333,Picoides,villosus,62.8,16,166,-33,438,157,56,1.39217553233001,-0.0235019239991614,-0.0544862136398285,0.178061035497317,-0.0512083177330833
MSB,40340,Male,Unknown,2013,4,20,-107.14115,34.0043666667,Picoides,villosus,63.2,16,181,2,407,224,48,1.03531017365953,0.409975972487735,-0.183326134036411,0.200207816255169,0.122086176842786
MSB,40791,Male,Unknown,2014,1,17,-107.1584833333,34.0334666667,Picoides,villosus,64.1,16,181,2,407,224,48,1.03531017365953,0.409975972487735,-0.183326134036411,0.200207816255169,0.122086176842786
MSB,40436,Male,Unknown,2012,6,7,-106.7535166667,34.58785,Picoides,villosus,59.2,16,235,25,217,106,28,1.08963938985505,1.6589839643935,0.377885847791825,0.0174915246946584,0.0407453713528594
MSB,41033,Unknown,Unknown,2013,6,19,-109.04635,36.25485,Picoides,villosus,62.5,16,166,-33,438,157,56,1.39217553233001,-0.0235019239991614,-0.0544862136398285,0.178061035497317,-0.0512083177330833
MVZ,79670,Female,Adult,1940,6,2,-106.785312,46.26478,Picoides,pubescens,26.7,17,208,-57,323,151,33,1.48114091072973,0.684956472995598,0.305309336780629,-0.47650567958956,0.0472628467938305
MVZ,79674,Unknown,Adult,1940,6,4,-106.785312,46.26478,Picoides,pubescens,28.1,17,208,-57,323,151,33,1.48114091072973,0.684956472995598,0.305309336780629,-0.47650567958956,0.0472628467938305
MVZ,79673,Male,Adult,1940,6,4,-106.785312,46.26478,Picoides,pubescens,26.3,17,208,-57,323,151,33,1.48114091072973,0.684956472995598,0.305309336780629,-0.47650567958956,0.0472628467938305
MVZ,79675,Male,Adult,1940,6,5,-106.785312,46.26478,Picoides,pubescens,28.4,17,208,-57,323,151,33,1.48114091072973,0.684956472995598,0.305309336780629,-0.47650567958956,0.0472628467938305
MVZ,79672,Male,Adult,1940,6,4,-106.785312,46.26478,Picoides,pubescens,27.6,17,208,-57,323,151,33,1.48114091072973,0.684956472995598,0.305309336780629,-0.47650567958956,0.0472628467938305
DMNS,44951,Male,Unknown,2008,5,28,-103.84325,44.45248,Picoides,pubescens,31.6,17,187,-44,610,271,77,0.830003382449779,-0.0233079158753731,0.169847384288636,-0.275048559400755,0.091625245951616
DMNS,45304,Unknown,Unknown,2012,6,5,-104.00402,44.560435,Picoides,pubescens,26.5,17,208,-43,453,212,43,1.11208791359688,0.602579411728994,0.225475353284229,-0.462640944268155,0.0553390512996548
UMMZ,86960,Female,Adult,1935,8,1,-103.8914125,44.4414529,Picoides,villosus,62.7,17,185,-45,611,270,79,0.840386982376402,-0.0699830679371529,0.16992707575778,-0.254288701027338,0.0932683055114113
MVZ,79667,Female,Adult,1940,6,13,-106.2394,45.3018,Picoides,villosus,63.4,17,195,-52,424,188,57,1.25913917049488,0.310581525222407,0.276275848123829,-0.304592921269898,0.0729095421195184
MVZ,98524,Female,Adult,1947,6,25,-106.1985,45.3019,Picoides,villosus,63.3,17,199,-52,406,182,52,1.28532550151056,0.41175851439079,0.289608902880535,-0.348476386340045,0.0682693094039008
MVZ,79660,Female,Adult,1940,6,1,-106.785312,46.26478,Picoides,villosus,66.7,17,208,-57,323,151,33,1.48114091072973,0.684956472995598,0.305309336780629,-0.47650567958956,0.0472628467938305
MVZ,98525,Female,Adult,1947,6,25,-106.1985,45.3019,Picoides,villosus,60.5,17,199,-52,406,182,52,1.28532550151056,0.41175851439079,0.289608902880535,-0.348476386340045,0.0682693094039008
MVZ,98526,Female,Adult,1947,6,26,-106.1985,45.3019,Picoides,villosus,65,17,199,-52,406,182,52,1.28532550151056,0.41175851439079,0.289608902880535,-0.348476386340045,0.0682693094039008
DMNS,45531,Female,Unknown,2011,5,8,-103.778,43.639,Picoides,villosus,66,17,181,-41,471,236,38,1.22269256478822,0.188905800157366,-0.156298886979602,-0.237344186912718,0.0562900950017106
DMNS,45543,Female,Unknown,2011,5,11,-103.6573,43.6348,Picoides,villosus,68.5,17,181,-39,479,244,37,1.19189178289948,0.195172352969025,-0.185654769927113,-0.239645664265475,0.0615981359575077
DMNS,45550,Female,Unknown,2011,7,1,-103.9333,44.4833,Picoides,villosus,72,17,193,-44,558,252,66,0.928892759686203,0.165519196047743,0.180334147994356,-0.330085427924451,0.0812487100101814
DMNS,45557,Female,Unknown,2011,4,11,-103.9333,44.4833,Picoides,villosus,65,17,193,-44,558,252,66,0.928892759686203,0.165519196047743,0.180334147994356,-0.330085427924451,0.0812487100101814
KU,39640,Female,Unknown,1961,7,6,-109.2375783,47.1638049,Picoides,villosus,67.5,17,155,-64,535,229,75,1.30337498368085,-0.556755224311723,-0.0467367307225206,-0.0358061706468834,0.0658165296429126
KU,39641,Female,Unknown,1961,7,7,-109.2375783,47.1638049,Picoides,villosus,65.7,17,155,-64,535,229,75,1.30337498368085,-0.556755224311723,-0.0467367307225206,-0.0358061706468834,0.0658165296429126
MVZ,79661,Male,Adult,1940,6,3,-106.785312,46.26478,Picoides,villosus,73,17,208,-57,323,151,33,1.48114091072973,0.684956472995598,0.305309336780629,-0.47650567958956,0.0472628467938305
MVZ,79664,Male,Adult,1940,6,9,-106.785312,46.26478,Picoides,villosus,82.3,17,208,-57,323,151,33,1.48114091072973,0.684956472995598,0.305309336780629,-0.47650567958956,0.0472628467938305
MVZ,98523,Male,Adult,1947,6,24,-106.1985,45.3019,Picoides,villosus,72.2,17,199,-52,406,182,52,1.28532550151056,0.41175851439079,0.289608902880535,-0.348476386340045,0.0682693094039008
MVZ,79663,Male,Adult,1940,6,7,-106.785312,46.26478,Picoides,villosus,82.6,17,208,-57,323,151,33,1.48114091072973,0.684956472995598,0.305309336780629,-0.47650567958956,0.0472628467938305
MVZ,79665,Male,Adult,1940,6,10,-106.7813,46.268,Picoides,villosus,75.1,17,208,-57,323,151,33,1.48114091072973,0.684956472995598,0.305309336780629,-0.47650567958956,0.0472628467938305
MVZ,79666,Male,Adult,1940,6,13,-106.2394,45.3018,Picoides,villosus,70.9,17,195,-52,424,188,57,1.25913917049488,0.310581525222407,0.276275848123829,-0.304592921269898,0.0729095421195184
MVZ,98528,Male,Adult,1949,6,29,-106.1985,45.3019,Picoides,villosus,81.7,17,199,-52,406,182,52,1.28532550151056,0.41175851439079,0.289608902880535,-0.348476386340045,0.0682693094039008
DMNS,45519,Male,Unknown,2010,9,5,-103.9333,44.4833,Picoides,villosus,82,17,193,-44,558,252,66,0.928892759686203,0.165519196047743,0.180334147994356,-0.330085427924451,0.0812487100101814
DMNS,45528,Male,Unknown,2011,5,8,-103.778,43.639,Picoides,villosus,83,17,181,-41,471,236,38,1.22269256478822,0.188905800157366,-0.156298886979602,-0.237344186912718,0.0562900950017106
DMNS,44955,Male,Unknown,2008,5,28,-103.84325,44.45248,Picoides,villosus,77,17,187,-44,610,271,77,0.830003382449779,-0.0233079158753731,0.169847384288636,-0.275048559400755,0.091625245951616
DMNS,45144,Male,Unknown,2008,6,8,-104.42025,44.44875,Picoides,villosus,76,17,171,-60,513,225,62,1.26741111459728,-0.204678036084688,0.0127121129909614,-0.199930722754793,0.0523985690786811
DMNS,45551,Male,Unknown,2011,7,1,-103.9333,44.4833,Picoides,villosus,80,17,193,-44,558,252,66,0.928892759686203,0.165519196047743,0.180334147994356,-0.330085427924451,0.0812487100101814
KU,34087,Male,Unknown,1957,7,16,-100.472184,42.8727818,Picoides,villosus,80.6,17,219,-48,491,241,30,1.02937071833012,0.774946377653116,0.197201983396535,-0.723031124775527,0.0461741021352732
DMNS,44855,Unknown,Unknown,2007,6,18,-103.9333,44.4833,Picoides,villosus,81,17,193,-44,558,252,66,0.928892759686203,0.165519196047743,0.180334147994356,-0.330085427924451,0.0812487100101814
DMNS,45160,Unknown,Unknown,2008,6,10,-103.95,44.23333,Picoides,villosus,63.5,17,165,-51,617,265,79,1.00120972075729,-0.415925080281225,-0.0181190598092132,-0.0984703719742727,0.0625499415707491
DMNS,45159,Unknown,Unknown,2008,6,10,-103.95,44.23333,Picoides,villosus,75,17,165,-51,617,265,79,1.00120972075729,-0.415925080281225,-0.0181190598092132,-0.0984703719742727,0.0625499415707491
DMNS,34879,Female,Adult,2008,5,13,-105.15528,40.61139,Picoides,pubescens,28.5,18,199,-16,372,158,31,1.26372771788499,0.744546181476618,0.0417976547096716,-0.0861359810240378,-0.0279368953311647
DMNS,35129,Female,Adult,2014,11,22,-105.14152,40.020706,Picoides,pubescens,20.8,18,207,-4,402,162,43,1.06165124241839,0.856407782016778,0.179629672876326,-0.0378656158168215,-0.0185950999964018
DMNS,43180,Female,Adult,1996,9,22,-104.761668,39.947502,Picoides,pubescens,20,18,214,-7,380,163,35,1.08737099187174,1.00089444368377,0.198320807608232,-0.156948855212245,-0.0071796858642556
KU,47594,Female,Unknown,1964,11,25,-101.9889271,37.1131734,Picoides,pubescens,23,18,244,11,419,195,27,0.734905081476619,1.5675122718893,0.337030932313224,-0.403101770570225,0.00838575812801695
KU,59623,Female,Unknown,1967,5,5,-100.8526807,37.1803491,Picoides,pubescens,27.6,18,254,18,487,226,36,0.467502115818038,1.66138697821186,0.437099821346484,-0.482528666635042,0.0290510084685363
KU,61789,Female,Unknown,1969,1,26,-101.950375,39.7000654,Picoides,pubescens,26.8,18,229,-8,444,220,29,0.845437313761623,1.19001424456001,0.208409155503493,-0.447866543705563,0.0416919704436865
KU,61790,Female,Unknown,1969,1,26,-101.950375,39.7000654,Picoides,pubescens,28.7,18,229,-8,444,220,29,0.845437313761623,1.19001424456001,0.208409155503493,-0.447866543705563,0.0416919704436865
KU,61791,Female,Unknown,1969,1,26,-101.950375,39.7000654,Picoides,pubescens,24.8,18,229,-8,444,220,29,0.845437313761623,1.19001424456001,0.208409155503493,-0.447866543705563,0.0416919704436865
KU,78713,Female,Unknown,1950,3,5,-101.78469,37.1521231,Picoides,pubescens,23,18,247,10,428,199,29,0.696250939704768,1.5919133510043,0.381496650316602,-0.442956782413627,0.0153433652369816
KU,61788,Female,Unknown,1969,1,26,-101.950375,39.7000654,Picoides,pubescens,30.6,18,229,-8,444,220,29,0.845437313761623,1.19001424456001,0.208409155503493,-0.447866543705563,0.0416919704436865
KU,78714,Female,Unknown,1950,2,23,-101.7836952,37.1484135,Picoides,pubescens,24,18,247,10,428,199,29,0.696250939704768,1.5919133510043,0.381496650316602,-0.442956782413627,0.0153433652369816
KU,78715,Female,Unknown,1950,3,4,-101.78469,37.1521231,Picoides,pubescens,26,18,247,10,428,199,29,0.696250939704768,1.5919133510043,0.381496650316602,-0.442956782413627,0.0153433652369816
MSB,39802,Female,Unknown,2012,12,20,-103.1271333333,36.4766833333,Picoides,pubescens,23.1,18,224,17,390,185,25,0.883632079672415,1.31714085495886,0.106011651903175,-0.134781039890077,-0.00111705011795199
YPM,YPM ORN 112063,Female,Unknown,1984,1,28,-105.1444,40.05,Picoides,pubescens,26.7,18,206,-6,397,161,42,1.0897064340108,0.838191496913648,0.169205672474508,-0.044811963117645,-0.0176037195080772
YPM,YPM ORN 112064,Female,Unknown,1986,7,24,-105.2,40.0667,Picoides,pubescens,24.6,18,206,-5,402,161,43,1.07530195642793,0.836015643544517,0.17379417779989,-0.034639067592824,-0.0212819930484328
DMNS,41053,Male,Adult,1986,7,29,-104.913929,39.59281,Picoides,pubescens,17.5,18,205,-7,429,176,44,1.03093951800296,0.780653500457153,0.149294314180105,-0.0698438845827488,-0.0158929819302759
DMNS,42871,Male,Adult,2008,2,6,-105.0525355,39.5898941,Picoides,pubescens,26,18,207,-4,424,164,47,1.01944539884039,0.823832659544236,0.207266257048935,-0.0338692530767664,-0.0292958869703196
DMNS,43181,Male,Adult,1997,6,1,-105.22056,39.75556,Picoides,pubescens,26.7,18,189,-10,433,167,46,1.15259995948888,0.507335279406798,0.0184185829338773,0.0851364155547576,-0.0461290471599926
KU,33794,Male,Adult,1954,6,11,-101.8001034,39.7870332,Picoides,pubescens,29.7,18,231,-6,449,222,31,0.804850372250349,1.21821235289166,0.236291483682498,-0.448435787786049,0.046948706191057
DMNS,42169,Male,Unknown,1998,7,6,-105.096544,39.767613,Picoides,pubescens,21.3,18,207,-2,409,161,43,1.04629924774034,0.864324785198495,0.174060677377811,-0.0227676773143766,-0.0308329255983627
DMNS,42029,Male,Unknown,1998,4,29,-104.924871,39.745969,Picoides,pubescens,22.5,18,212,-1,409,165,45,0.993111259055035,0.935405857261202,0.234635584640102,-0.0625230703022494,-0.0118717231278798
KU,59626,Male,Unknown,1967,5,6,-100.8526807,37.1803491,Picoides,pubescens,26.6,18,254,18,487,226,36,0.467502115818038,1.66138697821186,0.437099821346484,-0.482528666635042,0.0290510084685363
KU,61793,Male,Unknown,1969,1,26,-101.950375,39.7000654,Picoides,pubescens,28,18,229,-8,444,220,29,0.845437313761623,1.19001424456001,0.208409155503493,-0.447866543705563,0.0416919704436865
KU,61794,Male,Unknown,1969,1,26,-101.950375,39.7000654,Picoides,pubescens,26.4,18,229,-8,444,220,29,0.845437313761623,1.19001424456001,0.208409155503493,-0.447866543705563,0.0416919704436865
KU,78712,Male,Unknown,1950,3,9,-101.78469,37.1521231,Picoides,pubescens,27,18,247,10,428,199,29,0.696250939704768,1.5919133510043,0.381496650316602,-0.442956782413627,0.0153433652369816
KU,34088,Male,Unknown,1957,7,18,-103.8829918,42.758235,Picoides,pubescens,25.7,18,197,-45,398,197,31,1.32583300563389,0.517448924882313,0.0446597499167719,-0.372284710866774,0.0448967036545574
KU,59624,Male,Unknown,1967,5,5,-100.8526807,37.1803491,Picoides,pubescens,26.9,18,254,18,487,226,36,0.467502115818038,1.66138697821186,0.437099821346484,-0.482528666635042,0.0290510084685363
KU,61792,Male,Unknown,1969,1,26,-101.950375,39.7000654,Picoides,pubescens,27.3,18,229,-8,444,220,29,0.845437313761623,1.19001424456001,0.208409155503493,-0.447866543705563,0.0416919704436865
UMMZ,227342,Male,Unknown,1986,5,15,-101.6678237,35.6282795,Picoides,pubescens,24,18,255,35,472,209,40,0.402709148783843,1.76750621585137,0.457171737300652,-0.305816905289582,0.0127927663157165
DMNS,35128,Unknown,Adult,2014,10,8,-105.143841,40.62665,Picoides,pubescens,24.7,18,199,-16,368,157,31,1.26963363585648,0.747242861270944,0.0439587721337562,-0.0830627278208491,-0.0252614702029496
DMNS,34640,Unknown,Unknown,2011,7,1,-105.060952,40.536648,Picoides,pubescens,10,18,203,-15,369,158,32,1.23218752656903,0.809214261962954,0.0903539081461836,-0.11281190309535,-0.0187081647209664
KU,59621,Female,Unknown,1967,5,6,-100.8526807,37.1803491,Picoides,villosus,65.4,18,254,18,487,226,36,0.467502115818038,1.66138697821186,0.437099821346484,-0.482528666635042,0.0290510084685363
KU,78710,Female,Unknown,1950,3,19,-101.7708206,37.9723498,Picoides,villosus,63,18,243,-8,400,190,26,0.876002539441583,1.4677349195824,0.389882774823091,-0.538757879779434,0.024700885737707
KU,78711,Female,Unknown,1950,3,30,-100.4289086,37.2125779,Picoides,villosus,67,18,250,9,536,239,44,0.432698163366687,1.47635648366648,0.462523068207854,-0.523722679654185,0.0243441629912293
KU,59135,Male,Adult,1967,9,14,-101.8623587,37.1131734,Picoides,villosus,74.8,18,246,11,427,197,29,0.702195620337579,1.58345706703005,0.371019873804624,-0.421382624510015,0.0106503185911982
DMNS,42755,Male,Unknown,2007,10,15,-104.78205,39.370718,Picoides,villosus,64.1,18,187,-19,431,184,38,1.21387072496379,0.457183579049164,-0.069842292123535,-0.0245030333809133,-0.0247316311977497
UMMZ,227351,Male,Unknown,1986,5,19,-102.2540855,35.531435,Picoides,villosus,74,18,251,36,448,203,38,0.466060761395925,1.73630872059199,0.407079995438506,-0.246947302566454,0.0194698894347783
KU,57006,Female,Adult,1967,3,18,-101.176094,38.8977732,Picoides,pubescens,25.9,19,241,-5,463,225,29,0.726401370173277,1.38162781554138,0.317157875656396,-0.558382592392474,0.0363527476523398
KU,104998,Female,Adult,1967,12,26,-97.1795654,37.352147,Picoides,pubescens,27.7,19,261,12,824,314,83,-0.248925782415641,1.27257158143645,0.737936773651463,-0.680533043864198,-0.0324590821549164
KU,59402,Female,Unknown,1967,2,2,-100.4903539,39.8510785,Picoides,pubescens,26.9,19,236,-13,539,261,36,0.622961194618839,1.16193089728033,0.278030257312694,-0.629544185419815,0.0490134030735312
KU,59403,Female,Unknown,1967,2,11,-100.4903539,39.8510785,Picoides,pubescens,29.2,19,236,-13,539,261,36,0.622961194618839,1.16193089728033,0.278030257312694,-0.629544185419815,0.0490134030735312
KU,61787,Female,Unknown,1969,1,25,-99.3940788,39.6834717,Picoides,pubescens,26.8,19,241,-19,587,261,37,0.57408908675917,1.17907321744456,0.354023113410824,-0.744686824526436,-0.00335948631690225
KU,100190,Female,Unknown,1957,2,3,-97.1947251,37.3657709,Picoides,pubescens,23.1,19,261,12,824,314,83,-0.248925782415641,1.27257158143645,0.737936773651463,-0.680533043864198,-0.0324590821549164
KU,33326,Female,Unknown,1956,6,13,-98.406901,37.2848828,Picoides,pubescens,26,19,258,11,702,276,64,0.0515998427760355,1.40318945943851,0.628011522040248,-0.629299834167145,-0.0303844197210087
KU,57007,Female,Unknown,1967,3,18,-101.176094,38.8977732,Picoides,pubescens,25.7,19,241,-5,463,225,29,0.726401370173277,1.38162781554138,0.317157875656396,-0.558382592392474,0.0363527476523398
KU,59401,Female,Unknown,1967,2,11,-100.4903539,39.8510785,Picoides,pubescens,27.9,19,236,-13,539,261,36,0.622961194618839,1.16193089728033,0.278030257312694,-0.629544185419815,0.0490134030735312
KU,59411,Female,Unknown,1967,2,12,-99.2464304,37.327426,Picoides,pubescens,30.4,19,255,13,631,264,56,0.186321688306195,1.45102879270843,0.55071294017622,-0.568170728759634,0.00317455942176886
KU,59426,Female,Unknown,1967,2,11,-99.5697108,39.9495034,Picoides,pubescens,25.8,19,237,-22,584,263,37,0.613689196430259,1.1002613299557,0.317618210480103,-0.731006019042698,0.00394993287394288
KU,57008,Male,Adult,1967,3,18,-101.176094,38.8977732,Picoides,pubescens,28.1,19,241,-5,463,225,29,0.726401370173277,1.38162781554138,0.317157875656396,-0.558382592392474,0.0363527476523398
KU,57009,Male,Unknown,1967,3,18,-101.3448009,38.9122703,Picoides,pubescens,26.1,19,240,-6,455,223,28,0.754034376644398,1.37097897579169,0.305551775377786,-0.554415403803323,0.0383182434084087
KU,59396,Male,Unknown,1967,11,11,-97.5573494,39.7084915,Picoides,pubescens,27,19,245,-18,751,314,58,0.187475898485684,1.02267944208388,0.461170128129992,-0.836816797462774,-0.0155976859715413
KU,59404,Male,Unknown,1967,2,11,-100.4903539,39.8510785,Picoides,pubescens,27.5,19,236,-13,539,261,36,0.622961194618839,1.16193089728033,0.278030257312694,-0.629544185419815,0.0490134030735312
KU,59405,Male,Unknown,1967,2,11,-100.4903539,39.8510785,Picoides,pubescens,25.6,19,236,-13,539,261,36,0.622961194618839,1.16193089728033,0.278030257312694,-0.629544185419815,0.0490134030735312
KU,59412,Male,Unknown,1967,2,10,-97.9750443,38.8691172,Picoides,pubescens,29.7,19,252,-9,714,298,57,0.168699707795726,1.21560188107708,0.53049617449229,-0.798523765959213,-0.00958097575792041
KU,59414,Male,Unknown,1967,2,12,-99.2464304,37.327426,Picoides,pubescens,27.9,19,255,13,631,264,56,0.186321688306195,1.45102879270843,0.55071294017622,-0.568170728759634,0.00317455942176886
KU,100124,Male,Unknown,195,9,8,-97.2100135,37.3875217,Picoides,pubescens,23.1,19,260,11,818,314,80,-0.218863353232646,1.26961790712551,0.705913064756423,-0.688190005151787,-0.0344484272975597
