Institution,CatalogNo,Sex,Age,Year,Month,Day,Long,Lat,Genus,Species,Mass.g,bcpic,bio10,bio11,bio12,bio16,bio17,Comp.1,Comp.2,Comp.3,Comp.4,Comp.5
MVZ,31284,Male,Adult,1919,10,10,-123.4851937,39.6863371,Picoides,villosus,73.2,5,179,56,1408,743,23,-1.17381684840111,-0.0649018180809232,-1.5859656727142,-0.591712452514113,0.00580504081554495
MVZ,61878,Male,Adult,1932,5,11,-123.4853,40.34377,Picoides,villosus,70.2,5,167,34,1426,732,37,-1.03511856498625,-0.443589074863682,-1.50996558502724,-0.588814689456023,0.00114919418210871
MVZ,61879,Male,Adult,1932,6,13,-123.45806,40.45389,Picoides,villosus,70,5,164,30,1367,697,38,-0.870004500003194,-0.463544644708798,-1.45469501377824,-0.513108399342391,-0.00598482875823816
MVZ,61880,Male,Adult,1932,6,15,-123.45806,40.45389,Picoides,villosus,63.9,5,164,30,1367,697,38,-0.870004500003194,-0.463544644708798,-1.45469501377824,-0.513108399342391,-0.00598482875823816
MVZ,62919,Male,Adult,1818,6,20,-123.7317033,40.8748542,Picoides,villosus,74.8,5,141,24,1513,755,51,-1.01091899924435,-1.03571589008292,-1.68904104016635,-0.423888929483805,-0.0232127265534356
MVZ,73505,Male,Adult,1938,6,11,-122.9107,44.2042,Picoides,villosus,77.1,5,173,45,1448,676,99,-1.29947933642599,-0.575118701584409,-0.867884010335543,-0.240714422061691,0.0303263099709641
MVZ,73506,Male,Adult,1938,6,12,-122.9107,44.2042,Picoides,villosus,76.7,5,173,45,1448,676,99,-1.29947933642599,-0.575118701584409,-0.867884010335543,-0.240714422061691,0.0303263099709641
MVZ,73507,Male,Adult,1938,6,14,-122.9107,44.2042,Picoides,villosus,74.4,5,173,45,1448,676,99,-1.29947933642599,-0.575118701584409,-0.867884010335543,-0.240714422061691,0.0303263099709641
MVZ,73509,Male,Adult,1938,6,15,-122.9107,44.2042,Picoides,villosus,75,5,173,45,1448,676,99,-1.29947933642599,-0.575118701584409,-0.867884010335543,-0.240714422061691,0.0303263099709641
MVZ,73516,Male,Adult,1938,6,29,-121.6355,44.0583,Picoides,villosus,54.9,5,98,-47,1438,673,117,-0.401320825480949,-2.33100037307723,-1.22060551118607,-0.167903569789587,0.0809881705894287
MVZ,80470,Male,Adult,1940,7,14,-121.7442,44.0158,Picoides,villosus,69.8,5,119,-32,1212,579,99,-0.123654384333449,-1.65176794279401,-1.00842416273455,-0.0980028672417939,0.0918448115074286
MVZ,80473,Male,Adult,1940,8,13,-123.90729212,46.247506326,Picoides,villosus,83.8,5,147,56,2230,1017,161,-2.91887914758461,-1.86387975572966,-1.33206791987289,-0.455566799309798,0.0349350455692728
MVZ,80478,Male,Adult,1940,7,14,-121.7442,44.0158,Picoides,villosus,54.1,5,119,-32,1212,579,99,-0.123654384333449,-1.65176794279401,-1.00842416273455,-0.0980028672417939,0.0918448115074286
MVZ,83419,Male,Adult,1941,5,21,-123.9603,45.7833,Picoides,villosus,72.4,5,142,61,2285,1042,164,-3.03216344192773,-1.97546803504968,-1.42562703267276,-0.410890814851787,0.0295632699075731
MVZ,83421,Male,Adult,1941,5,22,-123.9214,45.9354,Picoides,villosus,72.7,5,145,61,2179,990,160,-2.82411439492027,-1.8192134550427,-1.32637957401815,-0.338418616081343,0.027682568279978
MVZ,84399,Male,Adult,1941,12,28,-124.1530252,41.104244,Picoides,villosus,76.4,5,144,76,1475,720,48,-1.18688656395751,-0.650939717219939,-1.7859541562997,0.029112975623525,-0.0893990277275842
MVZ,95556,Male,Adult,1946,6,1,-123.0218589,40.2528009,Picoides,villosus,74.5,5,150,16,1300,643,42,-0.548555660495602,-0.708035311179688,-1.42714960523605,-0.366954229806995,-0.0429720241566184
CAS,57319,Male,Adult,1939,11,5,-123.3072,38.89795,Picoides,villosus,66.4,5,175,72,1214,645,15,-0.811423330534911,0.163348646884714,-1.55897780821072,-0.230580233533307,-0.019781103309756
KU,100482,Male,Unknown,1965,6,13,-121.9133377,41.4968264,Picoides,villosus,72.8,5,142,-15,607,256,50,1.10195177557864,-0.426449457626463,-0.608817189096828,0.331301478624702,-0.068239254462844
MCZ,282803,Male,Unknown,1933,5,6,-126.75,52.3833008,Picoides,villosus,85.4,5,141,-15,1595,656,183,-1.23500533535115,-1.88333222521784,-0.296441946945045,-0.113034694663544,0.0611147889646806
MCZ,282831,Male,Unknown,1933,5,29,-128.0085754,51.5514589,Picoides,villosus,77.83,5,122,29,2785,1058,343,-4.00889668871563,-3.62536521969633,-0.119884642018352,0.00781803628708588,-0.00887294376547554
MCZ,282833,Male,Unknown,1934,9,2,-128.0085754,51.5514589,Picoides,villosus,80.9,5,122,29,2785,1058,343,-4.00889668871563,-3.62536521969633,-0.119884642018352,0.00781803628708588,-0.00887294376547554
MCZ,282835,Male,Unknown,1934,9,18,-128.0085754,51.5514589,Picoides,villosus,84.1,5,122,29,2785,1058,343,-4.00889668871563,-3.62536521969633,-0.119884642018352,0.00781803628708588,-0.00887294376547554
MCZ,282837,Male,Unknown,1935,9,29,-128.51003,53.01155,Picoides,villosus,79.9,5,134,6,2749,1073,335,-3.92248756466731,-3.51239821243131,-0.00498654975230783,-0.340909067798018,0.0664048310103079
MCZ,282842,Male,Unknown,1937,6,14,-128.0085754,51.5514589,Picoides,villosus,81.5,5,122,29,2785,1058,343,-4.00889668871563,-3.62536521969633,-0.119884642018352,0.00781803628708588,-0.00887294376547554
MCZ,282830,Male,Unknown,1933,5,20,-128.0085754,51.5514589,Picoides,villosus,82.69,5,122,29,2785,1058,343,-4.00889668871563,-3.62536521969633,-0.119884642018352,0.00781803628708588,-0.00887294376547554
MCZ,282836,Male,Unknown,1935,9,7,-128.0085754,51.5514589,Picoides,villosus,79.5,5,122,29,2785,1058,343,-4.00889668871563,-3.62536521969633,-0.119884642018352,0.00781803628708588,-0.00887294376547554
MVZ,77751,Unknown,Adult,1939,7,12,-121.7944,46.1036,Picoides,villosus,76.5,5,130,-13,2305,1111,152,-2.67206078231341,-2.55857565316306,-1.53610761777447,-1.05639010021289,0.157933939604639
MVZ,61876,Unknown,Adult,1932,5,4,-123.4644508,40.4048454,Picoides,villosus,54.2,5,168,35,1411,724,37,-1.01568666566836,-0.409476302947755,-1.48711528254935,-0.572912345691392,0.00105677436652776
MVZ,67829,Unknown,Adult,1935,6,29,-123.5434292,41.9318434,Picoides,villosus,57.5,5,137,9,1216,606,58,-0.341111738019356,-0.962797433709323,-1.33757003788025,-0.143327408454742,0.0186489132626686
UBCBBM,B016161,Unknown,Unknown,1998,NA,NA,-124.945587,50.115322,Picoides,villosus,66,5,164,30,1290,543,156,-0.977540248123137,-0.913414869688966,-0.193709265848097,0.208204912728009,0.0870586736917072
UMMZ,155074,Female,Unknown,1960,6,15,-110.9166667,54.25,Picoides,villosus,81.4,6,154,-151,434,223,52,1.98382148602033,-0.869206138756348,0.0520718957793813,-0.784530025768526,0.144230551770255
MVZ,173733,Female,Adult,1993,6,30,-118.55889,41.32083,Picoides,pubescens,28.8,9,214,2,205,70,29,1.42550870784069,1.23130270827577,0.297041013913847,0.0993142736421747,-0.0329544638227098
MVZ,124790,Female,Adult,1951,11,11,-116.4571,46.7808,Picoides,pubescens,27,9,160,-23,807,303,103,0.51893614126302,-0.586465032612126,-0.0473173797020029,0.145313705768607,-0.0275537088015286
MVZ,133163,Female,Adult,1955,6,13,-115.21645,41.84056,Picoides,pubescens,27.4,9,113,-74,501,163,84,1.74899480499372,-1.25304565905827,-0.274862370199318,0.447786746539886,-0.0473836101130981
MVZ,152586,Female,Adult,1964,6,20,-122.0921,42.2089,Picoides,pubescens,28,9,159,-10,567,266,45,1.00843526952728,-0.0941695653966,-0.496345241507024,0.184092296864534,0.000887260023739983
MVZ,152587,Female,Adult,1964,6,13,-120.2357672,41.5389116,Picoides,pubescens,29.1,9,161,-13,416,150,44,1.40235314841834,0.0817381016140057,-0.259146236531715,0.364700116062596,-0.089611746099189
MVZ,162576,Female,Adult,1972,7,16,-120.0309,42.1828,Picoides,pubescens,25,9,163,-13,369,127,47,1.47002971040715,0.137456659688661,-0.167952171384682,0.408928640257565,-0.0748758401525857
MVZ,162578,Female,Adult,1972,7,2,-120.8386527,41.3000336,Picoides,pubescens,25,9,148,-18,475,174,49,1.38210895243649,-0.220628120582987,-0.388488324321246,0.41484664110715,-0.0973891796826885
MVZ,162598,Female,Adult,1964,10,10,-119.58,39.25,Picoides,pubescens,27.4,9,203,12,183,72,28,1.46104864766058,1.12697947714705,0.1371695030816,0.294132345689469,-0.0146560883584722
MVZ,162603,Female,Adult,1964,10,11,-118.86,39.01,Picoides,pubescens,24.1,9,216,11,126,39,26,1.51760175526696,1.38717596208843,0.326105263120035,0.218602557158325,-0.0194495485307031
MVZ,162604,Female,Adult,1964,10,11,-118.86,39.01,Picoides,pubescens,25.3,9,216,11,126,39,26,1.51760175526696,1.38717596208843,0.326105263120035,0.218602557158325,-0.0194495485307031
MVZ,71853,Female,Adult,1937,6,4,-120.0958,42.0433,Picoides,pubescens,25.8,9,149,-22,425,151,51,1.48459099423177,-0.195564058524009,-0.303192942398362,0.433374999424535,-0.0809346986550342
MVZ,152590,Female,Adult,1964,6,14,-120.2008764,41.5082567,Picoides,pubescens,28.9,9,180,-4,367,138,38,1.33363609449096,0.491601015004919,-0.108075456789605,0.261991275420487,-0.0661542495637591
MVZ,162588,Female,Adult,1964,4,5,-119.56139,39.30528,Picoides,pubescens,26.5,9,200,9,188,74,29,1.48255398343232,1.0548178157066,0.11899247425769,0.298496306229331,-0.0137706358160302
MVZ,162594,Female,Adult,1964,9,11,-119.58,39.25,Picoides,pubescens,27.1,9,203,12,183,72,28,1.46104864766058,1.12697947714705,0.1371695030816,0.294132345689469,-0.0146560883584722
MVZ,65231,Female,Adult,1934,7,5,-119.16194,38.83361,Picoides,pubescens,26,9,207,10,155,49,29,1.51742671758064,1.203893947208,0.237343611123668,0.286185776430905,-0.0283157802897412
MVZ,67105,Female,Adult,1935,6,1,-117.5363,41.6846,Picoides,pubescens,23.6,9,143,-42,378,128,55,1.70502467105224,-0.377995298270733,-0.225138304829791,0.396828117914087,-0.059963567480011
MVZ,67106,Female,Adult,1935,6,3,-117.5363,41.6846,Picoides,pubescens,26.4,9,143,-42,378,128,55,1.70502467105224,-0.377995298270733,-0.225138304829791,0.396828117914087,-0.059963567480011
MVZ,79679,Female,Adult,1940,5,13,-122.0503,42.7457,Picoides,pubescens,27.3,9,155,-8,746,364,54,0.608985442588399,-0.348855846966986,-0.657368685355093,0.0616444858249274,0.0358436817339589
MVZ,79680,Female,Adult,1940,5,14,-122.0242,42.7337,Picoides,pubescens,29.4,9,157,-8,702,341,53,0.690808344446931,-0.274495585055563,-0.600104831612657,0.0888245896219788,0.0341872213806068
MVZ,83457,Female,Adult,1941,7,15,-121.6479,44.3628,Picoides,pubescens,27.1,9,152,-6,720,346,64,0.636635290613879,-0.410168506395833,-0.578581662628342,0.184418768227639,0.0537067424111757
CRCM,73-641,Female,Unknown,1973,12,8,-117.57768,47.53187,Picoides,pubescens,27,9,183,-16,435,173,56,1.16506356697657,0.32535875340906,0.0467623558258,0.125876759995402,-0.0041346697213665
CRCM,80-332,Female,Unknown,1979,12,24,-117.048389,46.341657,Picoides,pubescens,27.6,9,218,24,366,111,58,0.91991133565732,1.15720106707868,0.424295369476656,0.230619849448056,-0.0543991064395226
MCZ,282858,Female,Unknown,1935,5,23,-120.0333023,51.6500015,Picoides,pubescens,29.4,9,166,-55,509,153,85,1.32749282818316,-0.320707501139513,0.258540742642406,0.0883570637838191,-0.0514570339993507
CRCM,52-73,Male,Adult,1952,4,24,-117.119,46.939,Picoides,pubescens,25.8,9,170,-7,573,220,72,0.899407601509829,-0.0126858890084384,-0.0836080637322167,0.269601991897385,-0.0282057307062839
MVZ,162596,Male,Unknown,1965,9,18,-119.58,39.25,Picoides,pubescens,27.6,9,203,12,183,72,28,1.46104864766058,1.12697947714705,0.1371695030816,0.294132345689469,-0.0146560883584722
MVZ,133164,Male,Adult,1955,6,11,-115.21645,41.84056,Picoides,pubescens,26.7,9,113,-74,501,163,84,1.74899480499372,-1.25304565905827,-0.274862370199318,0.447786746539886,-0.0473836101130981
MVZ,152589,Male,Adult,1964,6,13,-120.2357672,41.5389116,Picoides,pubescens,29,9,161,-13,416,150,44,1.40235314841834,0.0817381016140057,-0.259146236531715,0.364700116062596,-0.089611746099189
MVZ,155207,Male,Adult,1964,10,21,-114.6285,41.67723,Picoides,pubescens,25.6,9,148,-54,363,108,69,1.73496328252512,-0.41318168562021,0.0206115611749349,0.33821287166222,-0.0372308119520681
MVZ,162586,Male,Adult,1964,4,4,-119.28444,39.69187,Picoides,pubescens,27.4,9,212,9,166,56,29,1.46672822368263,1.26671547889516,0.281214477142096,0.213208952709508,-0.0215349371324269
MVZ,162592,Male,Adult,1964,9,11,-119.58,39.25,Picoides,pubescens,25.5,9,203,12,183,72,28,1.46104864766058,1.12697947714705,0.1371695030816,0.294132345689469,-0.0146560883584722
MVZ,162597,Male,Adult,1964,10,10,-119.58,39.25,Picoides,pubescens,24.2,9,203,12,183,72,28,1.46104864766058,1.12697947714705,0.1371695030816,0.294132345689469,-0.0146560883584722
MVZ,169899,Male,Adult,1985,6,26,-119.409649,38.415251,Picoides,pubescens,23.7,9,119,-36,590,259,58,1.33323762864626,-0.93434849319547,-0.724480822502627,0.422911351629252,-0.0205785319941282
MVZ,43328,Male,Adult,1922,10,5,-120.10899,40.36474,Picoides,pubescens,26,9,152,-25,394,152,45,1.53518733750466,-0.119455658205547,-0.309707004078276,0.36596102572997,-0.0544062410075599
MVZ,65232,Male,Adult,1934,7,6,-119.16194,38.81187,Picoides,pubescens,25,9,203,7,163,52,31,1.53592390546273,1.10879449848286,0.214757000279251,0.30186476328467,-0.0263567545858549
MVZ,67104,Male,Adult,1935,6,1,-117.5363,41.6846,Picoides,pubescens,26,9,143,-42,378,128,55,1.70502467105224,-0.377995298270733,-0.225138304829791,0.396828117914087,-0.059963567480011
MVZ,71852,Male,Adult,1937,6,2,-120.0958,42.0433,Picoides,pubescens,26.7,9,149,-22,425,151,51,1.48459099423177,-0.195564058524009,-0.303192942398362,0.433374999424535,-0.0809346986550342
MVZ,83456,Male,Adult,1941,7,15,-121.6479,44.3628,Picoides,pubescens,27.5,9,152,-6,720,346,64,0.636635290613879,-0.410168506395833,-0.578581662628342,0.184418768227639,0.0537067424111757
MVZ,88159,Male,Adult,1942,12,27,-120.3862721,40.3822922,Picoides,pubescens,25.7,9,184,-1,350,155,31,1.30334883585343,0.602662555087763,-0.160368273765024,0.201212574215861,-0.0234887883617219
MVZ,133162,Male,Adult,1955,6,13,-115.21645,41.84056,Picoides,pubescens,23.4,9,113,-74,501,163,84,1.74899480499372,-1.25304565905827,-0.274862370199318,0.447786746539886,-0.0473836101130981
MVZ,148314,Male,Adult,1962,6,10,-114.256346,38.929166,Picoides,pubescens,28.4,9,127,-56,533,155,116,1.41552755013084,-1.10820923146427,0.0962129701318797,0.581105890204092,-0.00562832374982078
MVZ,162593,Male,Adult,1964,9,11,-119.58,39.25,Picoides,pubescens,27.9,9,203,12,183,72,28,1.46104864766058,1.12697947714705,0.1371695030816,0.294132345689469,-0.0146560883584722
MVZ,67107,Male,Adult,1935,6,3,-117.5363,41.6846,Picoides,pubescens,27.5,9,143,-42,378,128,55,1.70502467105224,-0.377995298270733,-0.225138304829791,0.396828117914087,-0.059963567480011
MVZ,67108,Male,Adult,1935,6,6,-118.72917,41.74888,Picoides,pubescens,25.5,9,169,-24,272,87,44,1.68073809021669,0.263920259254825,-0.0139401270951613,0.343536122001834,-0.0491910113938764
MVZ,67109,Male,Adult,1935,6,7,-118.72917,41.66194,Picoides,pubescens,28.5,9,121,-53,423,140,64,1.79413549624802,-0.858825421665458,-0.376384008017285,0.526615022836753,-0.0700504084265487
MVZ,81678,Male,Adult,1941,4,22,-119.384,40.53,Picoides,pubescens,34.7,9,210,10,201,71,27,1.41755835044289,1.22285915958793,0.210158392845046,0.197646216207677,-0.0377301006090567
MVZ,176429,Male,Unknown,1994,6,7,-116.40639,39.325,Picoides,pubescens,28,9,171,-22,289,92,64,1.54587230568122,0.193358849341795,0.15857928265101,0.404981189990939,0.00453915080479729
CRCM,87-275,Male,Unknown,1987,5,3,-117.331268,46.738584,Picoides,pubescens,27.4,9,177,-1,509,195,63,0.975327190605057,0.224163640642681,-0.0533585170069517,0.275499359990574,-0.0334647513633833
CRCM,95-24,Male,Unknown,1995,1,15,-117.471885,46.702968,Picoides,pubescens,26.8,9,206,19,383,141,50,0.9764095137364,0.953000072621169,0.191257691123498,0.227665190745744,-0.0339543039038562
MCZ,282856,Male,Unknown,1935,5,17,-120.0333023,51.6500015,Picoides,pubescens,27.3,9,166,-55,509,153,85,1.32749282818316,-0.320707501139513,0.258540742642406,0.0883570637838191,-0.0514570339993507
MCZ,282857,Male,Unknown,1935,5,23,-120.0333023,51.6500015,Picoides,pubescens,30.7,9,166,-55,509,153,85,1.32749282818316,-0.320707501139513,0.258540742642406,0.0883570637838191,-0.0514570339993507
MVZ,179874,Male,Unknown,2001,10,20,-121.5381,44.2529667,Picoides,pubescens,27.3,9,158,-2,410,193,45,1.27375823980383,0.0621486487811408,-0.390816877217614,0.429598134447357,0.0194861893337759
UBCBBM,B014586,Male,Unknown,1985,4,12,-119.630241,49.495707,Picoides,pubescens,21.5,9,181,-25,296,89,57,1.52936754458537,0.368107810166233,0.221372100668889,0.253795144883334,-0.0257515181653918
UBCBBM,B015093,Male,Unknown,1992,3,4,-119.630241,49.495707,Picoides,pubescens,28,9,181,-25,296,89,57,1.52936754458537,0.368107810166233,0.221372100668889,0.253795144883334,-0.0257515181653918
MVZ,65233,Unknown,Adult,1934,7,30,-119.28444,39.63389,Picoides,pubescens,26,9,216,11,163,55,28,1.44040539943624,1.34751832203151,0.31144957861271,0.188313042983492,-0.0214467129060011
MVZ,65228,Unknown,Adult,1934,7,3,-119.16194,38.83361,Picoides,pubescens,25.6,9,207,10,155,49,29,1.51742671758064,1.203893947208,0.237343611123668,0.286185776430905,-0.0283157802897412
MVZ,65230,Unknown,Adult,1934,7,5,-119.16194,38.83361,Picoides,pubescens,26.7,9,207,10,155,49,29,1.51742671758064,1.203893947208,0.237343611123668,0.286185776430905,-0.0283157802897412
MVZ,148310,Female,Adult,1962,6,20,-114.005,38.87472,Picoides,villosus,56.8,9,213,-9,224,69,38,1.43644329850588,1.10229983876,0.39683494528761,0.0479749728206509,-0.0274682183818168
MVZ,65799,Female,Adult,1934,9,14,-115.43306,41.87417,Picoides,villosus,55,9,133,-61,414,134,67,1.77110848345637,-0.719801997099488,-0.185031901879104,0.364566354887184,-0.052360822397399
